Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Lacerta agilis	Sand lizard	isolate: rLacAgi1, sex: female	80427	rLacAgi1.pri	GCA_009819535.1	GenBank		Chromosome	6613248	1391387079	2019-12-31		PRJNA562018	SAMN12629509
Lacerta agilis	Sand lizard	isolate: rLacAgi1, sex: female	80427	rLacAgi1.alt	GCA_009819545.1	GenBank		Scaffold	365044	1429379209	2019-12-23		PRJNA562019	SAMN12629509
Merops nubicus	carmine bee-eater	isolate: bMerNub1, sex: female	57421	bMerNub1.alt	GCA_009819585.1	GenBank		Contig	1966515	1122486764	2019-12-23		PRJNA561895	SAMN12621035
Merops nubicus	carmine bee-eater	isolate: bMerNub1, sex: female	57421	bMerNub1.pri	GCA_009819595.1	GenBank		Chromosome	12372304	1149337515	2019-12-31		PRJNA561894	SAMN12621035
Sterna hirundo	Common tern	isolate: bSteHir1, sex: female	108405	bSteHir1.pri	GCA_009819605.1	GenBank		Chromosome	22002498	1229953488	2019-12-31		PRJNA558062	SAMN12369541
Sterna hirundo	Common tern	isolate: bSteHir1, sex: female	108405	bSteHir1.alt	GCA_009819645.1	GenBank		Contig	5650192	1175438911	2019-12-23		PRJNA558063	SAMN12369541
Sylvia atricapilla	blackcap	isolate: bSylAtr1, sex: female	48155	bSylAtr1.pri	GCA_009819655.1	GenBank		Chromosome	7345957	1066786587	2019-12-31		PRJNA558064	SAMN12369542
Sylvia atricapilla	blackcap	isolate: bSylAtr1, sex: female	48155	bSylAtr1.alt	GCA_009819715.1	GenBank		Scaffold	1545467	991486332	2019-12-23		PRJNA558065	SAMN12369542
Phoenicopterus ruber ruber		isolate: bPhoRub2, sex: female	9218	bPhoRub2.pri	GCA_009819775.1	GenBank		Chromosome	14700712	1246226932	2019-12-31		PRJNA561888	SAMN12614931
Aythya fuligula	tufted duck	isolate: bAytFul2, sex: female	219594	bAytFul2.pri	GCA_009819795.1	GenBank		Chromosome	17816505	1126988109	2019-12-31		PRJNA561952	SAMN12621346
Phoenicopterus ruber ruber		isolate: bPhoRub2, sex: female	9218	bPhoRub2.alt	GCA_009819805.1	GenBank		Contig	1417567	1167509893	2019-12-23		PRJNA561889	SAMN12614931
Cariama cristata	Red-legged seriema	isolate: bCarCri1, sex: female	54380	bCarCri1.pri	GCA_009819825.1	GenBank		Chromosome	13514148	1215224075	2019-12-31		PRJNA561892	SAMN12614807
Aythya fuligula	tufted duck	isolate: bAytFul2, sex: female	219594	bAytFul2.alt	GCA_009819845.1	GenBank		Scaffold	4453028	1013629683	2019-12-23		PRJNA561953	SAMN12621346
Catharus ustulatus	Swainson's thrush	isolate: bCatUst1, sex: female	91951	bCatUst1.pri.v2	GCA_009819885.2	GenBank		Chromosome	4908935	1131616530	2020-11-04		PRJNA561933	SAMN12618602
Nymphicus hollandicus	cockatiel	isolate: MissyBob_DYQSUJFBEA, sex: female	13180	ASM982343v1	GCA_009823435.1	GenBank		Scaffold	38997	1205077083	2019-12-31		PRJNA479577	SAMN09580626
Chiroxiphia lanceolata	lance-tailed manakin	isolate: bChiLan1, sex: female	296741	bChiLan1.pri	GCA_009829145.1	GenBank		Chromosome	18496167	1089631598	2020-01-03		PRJNA561943	SAMN12620979
Chiroxiphia lanceolata	lance-tailed manakin	isolate: bChiLan1, sex: female	296741	bChiLan1.alt	GCA_009829205.1	GenBank		Contig	1085679	1054616617	2020-01-03		PRJNA561944	SAMN12620979
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	bTaeGut2.p.v1.alt	GCA_009859025.1	GenBank		Scaffold	1021454	947919714	2020-01-13		PRJNA489187	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	bTaeGut2.pri.v2	GCA_009859065.2	GenBank		Chromosome	4023669	1106280703	2020-04-01		PRJNA489186	SAMN09946140
Aratinga weddellii		isolate: MP37L3HKH9	190661	ASM986720v1	GCA_009867205.1	GenBank		Scaffold	124592	1114053963	2020-01-14		PRJNA481535	SAMN09681954
Psittacus erithacus	grey parrot	isolate: MU2MI4XJKV, sex: female	57247	ASM986723v1	GCA_009867235.1	GenBank		Scaffold	175666	1118034822	2020-01-14		PRJNA551771	SAMN12165726
Psittacus timneh	Timneh parrot	isolate: Z5AY2Y56IY, sex: female	1549196	ASM986731v1	GCA_009867315.1	GenBank		Scaffold	239765	1103923287	2020-01-14		PRJNA547942	SAMN12165721
Anodorhynchus hyacinthinus	hyacinth macaw	isolate: LEKZKR9XQ3	51900	ASM993644v1	GCA_009936445.1	GenBank		Scaffold	88936	1119461287	2020-01-27		PRJNA481562	SAMN09689126
Ara chloropterus	red-and-green macaw	isolate: 8YR9EQLDWU	176013	ASM1001472v1	GCA_010014725.1	GenBank		Scaffold	1535524	1117846189	2020-01-30		PRJNA528950	SAMN11250489
Ara ararauna	blue-and-yellow macaw	isolate: MTNHZMC1CF	9226	ASM1001480v1	GCA_010014805.1	GenBank		Scaffold	128137	1128178780	2020-01-30		PRJNA497082	SAMN10247388
Pyrrhura frontalis	maroon-bellied parakeet	isolate: M1J7V1LEPS	211511	ASM1001486v1	GCA_010014865.1	GenBank		Scaffold	86226	1112821352	2020-01-30		PRJNA481541	SAMN09681955
Psitteuteles goldiei		isolate: Piper_X7F3MAPY5K, sex: male	176074	ASM1001487v1	GCA_010014875.1	GenBank		Scaffold	486424	1125670205	2020-01-30		PRJNA497076	SAMN10247382
Lorius garrulus	chattering lory	isolate: Tuckie_XQVJVZF3ZU, sex: female	13114	ASM1001492v1	GCA_010014925.1	GenBank		Scaffold	122760	1091728784	2020-01-30		PRJNA479580	SAMN09580627
Pyrrhura griseipectus	Gray-breasted parakeet	isolate: 9DNWD0V6IF	311890	ASM1001496v1	GCA_010014965.1	GenBank		Scaffold	57804	1129186538	2020-01-30		PRJNA598107	SAMN13698507
Lophochroa leadbeateri	Major Mitchell's cockatoo	isolate: NFDCT17Z3U	471713	ASM1001504v1	GCA_010015045.1	GenBank		Scaffold	516623	1069984771	2020-01-30		PRJNA528955	SAMN11250505
Ara glaucogularis	Blue-throated macaw	isolate: Bonita_KZU2RREV2U	303304	ASM1001542v1	GCA_010015425.1	GenBank		Scaffold	87476	1135105966	2020-01-30		PRJNA497077	SAMN10247383
Ara militaris	military macaw	isolate: 6PT2692UNM	57237	ASM1001596v1	GCA_010015965.1	GenBank		Scaffold	177519	1177230593	2020-01-30		PRJNA528956	SAMN11250506
Spheniscus magellanicus	Magellanic penguin	isolate: AH 6	37081	BGI_Smag.V1	GCA_010076225.1	GenBank	From INSDC submitter	Scaffold	101702	1260229131	2020-01-31	16569	PRJNA556735	SAMN12384882
Spheniscus humboldti	Humboldt's penguin	isolate: Z-67-15	9240	BGI_Shum.V1	GCA_010076325.1	GenBank	From INSDC submitter	Scaffold	35021	1239252862	2020-01-31	16378	PRJNA556735	SAMN12384883
Spheniscus mendiculus	Galapagos penguin	isolate: GAPE 212	156760	BGI_Smen.V1	GCA_010077915.1	GenBank	From INSDC submitter	Scaffold	81907	1298742035	2020-01-31	16226	PRJNA556735	SAMN12384884
Spheniscus demersus	jackass penguin	isolate: AP 173	92683	BGI_Sdem.V1	GCA_010077935.1	GenBank	From INSDC submitter	Scaffold	109372	1275043525	2020-01-31	15881	PRJNA556735	SAMN12384881
Pygoscelis antarcticus	chinstrap penguin	isolate: CP TH 060	79643	BGI_Pant.V1	GCA_010078415.1	GenBank	From INSDC submitter	Scaffold	136952	1260447050	2020-01-31	15293	PRJNA556735	SAMN12384868
Eudyptes sclateri	Erect-crested penguin	isolate: Ant 5	92688	BGI_Escl.V1	GCA_010078445.1	GenBank	From INSDC submitter	Scaffold	83178	1211402317	2020-01-31	13831	PRJNA556735	SAMN12384874
Megadyptes antipodes antipodes		isolate: OT 2 9/2/18	2517240	BGI_Mant.V1	GCA_010078485.1	GenBank	From INSDC submitter	Scaffold	89505	1314943623	2020-01-31	16328	PRJNA556735	SAMN12384877
Eudyptula novaehollandiae	Australian little penguin	isolate: 10/9/18-1	2052820	BGI_Enov.V1	GCA_010078495.1	GenBank	From INSDC submitter	Scaffold	134160	1353666924	2020-01-31	16969	PRJNA556735	SAMN12384878
Eudyptula minor	Little blue penguin	isolate: Gonzo	37083	BGI_Emin.V1	GCA_010080355.1	GenBank	From INSDC submitter	Scaffold	95403	1462615782	2020-01-31	17556	PRJNA556735	SAMN12384879
Eudyptes schlegeli	Royal penguin	isolate: 4458	57240	BGI_Esch.V1	GCA_010080425.1	GenBank	From INSDC submitter	Scaffold	42596	1308180354	2020-01-31	16951	PRJNA556735	SAMN12384870
Eudyptula albosignata	White-flippered penguin	isolate: Fred	345258	BGI_Emin_alb.V1	GCA_010080465.1	GenBank	From INSDC submitter	Scaffold	104210	1370511393	2020-01-31	17226	PRJNA556735	SAMN12384880
Eudyptes moseleyi	Northern rockhopper penguin	isolate: NRP 118-1	2495534	BGI_Emos.V1	GCA_010082375.1	GenBank	From INSDC submitter	Scaffold	42318	1301647863	2020-01-31	16610	PRJNA556735	SAMN12384871
Eudyptes chrysolophus	Macaroni penguin	isolate: MP PEI 1	79627	BGI_Echrysol.V1	GCA_010084205.1	GenBank	From INSDC submitter	Scaffold	215030	1365695164	2020-01-31	16152	PRJNA556735	SAMN12384869
Eudyptes robustus	Snares penguin	isolate: 68M 28/09/13	345251	BGI_Erob.V1	GCA_010085315.1	GenBank	From INSDC submitter	Scaffold	83286	1241676055	2020-01-31	16957	PRJNA556735	SAMN12384876
Eudyptes pachyrhynchus	Fiordland penguin	isolate: MS 9	37080	BGI_Epac.V1	GCA_010085335.1	GenBank	From INSDC submitter	Scaffold	58247	1295505775	2020-01-31	18940	PRJNA556735	SAMN12384875
Eudyptes chrysocome	Rockhopper penguin	isolate: RH 110-1	79626	BGI_Echrysoc.V1	GCA_010085355.1	GenBank	From INSDC submitter	Scaffold	80552	1231062710	2020-01-31	14218	PRJNA556735	SAMN12384872
Eudyptes filholi	Southern rockhopper penguin	isolate: GS 12	1419345	BGI_Echrysoc_fil.V1	GCA_010085365.1	GenBank	From INSDC submitter	Scaffold	86112	1223976468	2020-01-31	13993	PRJNA556735	SAMN12384873
Aptenodytes patagonicus	king penguin	isolate: KP FORT 001	9234	BGI_Apat.V1	GCA_010087175.1	GenBank	From INSDC submitter	Scaffold	133461	1252291219	2020-01-31	14992	PRJNA556735	SAMN12384866
Pygoscelis papua	Gentoo penguin	isolate: DNA -4	30457	BGI_Ppap.V1	GCA_010090195.1	GenBank	From INSDC submitter	Scaffold	101329	1306937499	2020-01-31	16513	PRJNA556735	SAMN12384867
Bubo bubo	Eurasian eagle-owl	isolate: eeo-nibr-513	30461	BubBub1.0	GCA_010303855.1	GenBank		Scaffold	37091	1258069325	2020-02-04		PRJNA431699	SAMN08398466
Buteo japonicus		isolate: eb-nibr-220	224669	ButJap1.0	GCA_010312235.1	GenBank		Scaffold	36723	1259715124	2020-02-04		PRJNA431699	SAMN08398473
Falco tinnunculus	common kestrel	isolate: ck-nibr-243	100819	FalTin1.0	GCA_010332995.1	GenBank		Scaffold	37053	1179901403	2020-02-04		PRJNA431699	SAMN08398480
Otus sunia	Oriental scops-owl	isolate: oso-nibr-517	257818	OtuSun1.0	GCA_010365825.1	GenBank		Scaffold	52366	1231433939	2020-02-04		PRJNA431699	SAMN08398467
Balearica regulorum gibbericeps	East African grey crowned-crane	isolate: bBalReg1, sex: female	100784	bBalReg1.alt	GCA_011004865.1	GenBank		Scaffold	2534691	1042364165	2020-02-24		PRJNA561891	SAMN12615749
Balearica regulorum gibbericeps	East African grey crowned-crane	isolate: bBalReg1, sex: female	100784	bBalReg1.pri	GCA_011004875.1	GenBank		Chromosome	23326060	1221032548	2020-03-05		PRJNA561890	SAMN12615749
Pterocles orientalis	black-bellied sandgrouse	isolate: G09M00003, sex: male	227169	REN_Porient_1.0	GCA_011057875.1	GenBank		Scaffold	48746	1201761903	2020-03-02		PRJNA473697	SAMN11607795
Melospiza melodia maxima		sex: male	2498840	Mmel_1.0	GCA_011057915.1	GenBank	From INSDC submitter	Scaffold	31709	978299478	2020-03-02	15225	PRJNA511035	SAMN10622322
Stictonetta naevosa	freckled duck	breed: freckled duck, isolate: SHBPF4130, sex: female	45637	BPBGC_Snae_1.0	GCA_011074415.1	GenBank		Chromosome	136958	1132682184	2020-03-10		PRJNA588796	SAMN13257911
Heteronetta atricapilla		breed: black-headed duck, isolate: SHBP4307, sex: female	555264	BPBGC_Hatr_1.0	GCA_011075105.1	GenBank		Chromosome	151401	1151864095	2020-03-10		PRJNA588796	SAMN13257443
Nettapus auritus		breed: African pygmy goose, isolate: SHBP007, sex: female	658922	BPBGC_Naur_1.0	GCA_011076525.1	GenBank		Chromosome	105147	1134521068	2020-03-10		PRJNA588796	SAMN13257464
Oxyura jamaicensis	ruddy duck	breed: ruddy duck, isolate: SHBP4307, sex: female	8884	BPBGC_Ojam_1.0	GCA_011077185.1	GenBank		Chromosome	128592	1147585764	2020-03-10		PRJNA588796	SAMN13257492
Melanerpes aurifrons	Golden-fronted woodpecker	sex: female	371916	OU_Melaur_1	GCA_011125475.1	GenBank		Contig	16045987	1309609574	2020-03-17		PRJNA598863	SAMN13719207
Eupsittula pertinax	brown-throated parakeet	isolate: EF1EG5NQXF	492513	ASM1131718v1	GCA_011317185.1	GenBank		Scaffold	70940	1171654275	2020-03-16		PRJNA596746	SAMN13635021
Chrysemys picta	Painted turtle	breed: male, sex: male	8479	ASM1138683v1	GCA_011386835.1	GenBank		Scaffold	86765	2335704405	2020-03-16		PRJNA589899	SAMN13293682
Poecile atricapillus	Black-capped chickadee	sex: male	48891	CUB_Patr_1.0	GCA_011421415.1	GenBank		Chromosome	109509	1047790189	2020-03-19		PRJNA589043	SAMN13264372
Pionus senilis	white-capped parrot	isolate: 7NLP3JS58T, sex: female	30456	ASM1176272v1	GCA_011762725.1	GenBank		Scaffold	96461	1067577099	2020-03-27		PRJNA481561	SAMN09688240
Pyrrhura molinae	Green-cheeked parakeet	isolate: RFTQM1ZJYB	311895	ASM1176335v1	GCA_011763355.1	GenBank		Scaffold	82819	1122251672	2020-03-27		PRJNA481548	SAMN09681958
Pyrrhura perlata		isolate: RZD33AEKBQ	311897	ASM1176345v1	GCA_011763455.1	GenBank		Scaffold	101886	1111465322	2020-03-27		PRJNA481550	SAMN09683514
Eclectus roratus	Eclectus parrot	isolate: TSMLLNO8PM	176024	ASM1176353v1	GCA_011763535.1	GenBank		Scaffold	86912	1101365900	2020-03-27		PRJNA528951	SAMN11250500
Chlamydotis macqueenii	Macqueen's bustard	ecotype: Wild, isolate: M05N06140, sex: male	187382	REN_Cmacq_1.0	GCA_011799995.1	GenBank		Scaffold	60940	1325814780	2020-03-31		PRJNA473697	SAMN11607796
Chlamydotis macqueenii	Macqueen's bustard	ecotype: Wild, isolate: M01N03509, sex: male	187382	REN_Cmacq_2.0	GCA_011800025.1	GenBank		Scaffold	88943	1206946485	2020-03-31		PRJNA473697	SAMN11607797
Guaruba guarouba		isolate: 1TTDQCT4G4, sex: female	51906	ASM1180009v1	GCA_011800095.1	GenBank		Scaffold	126760	1151548123	2020-03-31		PRJNA551769	SAMN12165723
Zootoca vivipara	common lizard	isolate: ELT05324, sex: female	8524	UG_Zviv_1	GCA_011800845.1	GenBank		Chromosome	219893	1464283545	2020-04-01		PRJNA610958	SAMN14329711
Ardeotis arabs		ecotype: Yemen, isolate: R09N00325, sex: male	172690	REN_Aarabs_1.0	GCA_011801015.1	GenBank		Scaffold	34349	1297600582	2020-03-31		PRJNA473697	SAMN11607792
Aquila chrysaetos japonica			335091	Achrysaetos_1.0	GCA_012057345.1	GenBank		Scaffold	54768	1196037330	2020-04-03		PRJDB7992	SAMD00161055
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.Unzip_purge_haplotigs	GCA_012069535.1	GenBank		Contig	320958	922729557	2020-04-06		PRJNA604785	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.phase1_contigs	GCA_012069575.1	GenBank		Contig	3482864	1071332079	2020-04-06		PRJNA604788	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.Unzip_purge_primary	GCA_012069585.1	GenBank		Contig	3479827	1053312834	2020-04-06		PRJNA604786	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.phase1_scaffolds	GCA_012069595.1	GenBank		Scaffold	3492644	1070314140	2020-04-06		PRJNA604793	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.phase0_scaffolds	GCA_012069605.1	GenBank		Scaffold	3453391	1071460248	2020-04-06		PRJNA604794	SAMN09946140
Taeniopygia guttata	zebra finch	isolate: Blue55, sex: female	59729	zebrafinch.phase0_contigs	GCA_012069615.1	GenBank		Contig	3481582	1070299142	2020-04-06		PRJNA604789	SAMN09946140
Melopsittacus undulatus	budgerigar	isolate: bMelUnd1, sex: female	13146	bMelUnd1.mat	GCA_012275265.1	GenBank		Scaffold	16111685	1169393027	2020-04-13		PRJNA561964	SAMN12623090
Melopsittacus undulatus	budgerigar	isolate: bMelUnd1, sex: female	13146	bMelUnd1.pat	GCA_012275275.1	GenBank		Scaffold	12472009	1124753724	2020-04-13		PRJNA561963	SAMN12623090
Melopsittacus undulatus	budgerigar	isolate: bMelUnd1, sex: female	13146	bMelUnd1.mat.Z	GCA_012275295.1	GenBank		Chromosome	16636420	1171617451	2020-04-13		PRJNA612327	SAMN12623090
Molothrus ater		breed: brown headed cowbird, isolate: BHLD 08-10-18, sex: female	84834	BPBGC_Mater_1.0	GCA_012460135.1	GenBank		Chromosome	13273966	1087312585	2020-04-20		PRJNA606972	SAMN14074414
Accipiter gentilis	Northern goshawk		8957	Agentilis_1.0	GCA_012487025.1	GenBank		Scaffold	67032	1179252740	2020-04-08		PRJDB7804	SAMD00156788
Nisaetus nipalensis	mountain hawk-eagle		214438	Nnipalensis_1.0	GCA_012487455.1	GenBank		Scaffold	56477	1200029769	2020-04-08		PRJDB7805	SAMD00156789
Grus monacha	hooded crane		40818	Gmonacha_1.0	GCA_012487855.1	GenBank		Scaffold	38530	1182186797	2020-04-08		PRJDB7809	SAMD00156792
Antigone vipio	White-naped crane		2717088	Gvipio_1.0	GCA_012488435.1	GenBank		Scaffold	32896	1181556295	2020-04-08		PRJDB7810	SAMD00156793
Falco peregrinus	peregrine falcon		8954	Fperegrinus_1.0	GCA_012488915.1	GenBank		Scaffold	88635	1183345687	2020-04-08		PRJDB7811	SAMD00156794
Ptyas mucosa	Dhaman	isolate: Pmuc001, sex: female	31142	UNIGE_Pmuc_v1.0	GCA_012654045.1	GenBank		Scaffold	41154	1721466642	2020-04-22		PRJNA588151	SAMN13229211
Pantherophis obsoletus	Western rat snake	isolate: EOBS11, sex: female	39099	UNIGE_PanObs_1.0	GCA_012654085.1	GenBank		Scaffold	38205	1692461844	2020-04-22		PRJNA587592	SAMN13195742
Anser cygnoides	Swan goose	isolate: Tianfu, sex: female	8845	ASM1303099v1	GCA_013030995.1	GenBank		Scaffold	1849874	1113895350	2020-05-11		PRJNA589208	SAMN13281505
Myiopsitta monachus	monk parakeet	isolate: Lily_M87LX5JFBJ, sex: female	176066	ASM1303600v1	GCA_013036005.1	GenBank		Scaffold	69906	1118816385	2020-05-11		PRJNA528952	SAMN11250504
Trachemys scripta elegans		isolate: TJP31775	31138	CAS_Tse_1.0	GCA_013100865.1	GenBank		Chromosome	204575	2126182493	2020-05-15		PRJNA552319	SAMN12189062
Turdus rufiventris	rufous-bellied thrush	sex: female	311356	ASM1318643v1	GCA_013186435.1	GenBank	From INSDC submitter	Scaffold	34001	1046948833	2020-05-28	18632	PRJNA437639	SAMN08668864
Nyctibius grandis		isolate: bNycGra1, sex: female	48427	bNycGra1.alt	GCA_013368595.1	GenBank		Scaffold	2458434	1041284291	2020-06-23		PRJNA562021	SAMN12622411
Nyctibius grandis		isolate: bNycGra1, sex: female	48427	bNycGra1.pri	GCA_013368605.1	GenBank		Chromosome	23231768	1256393467	2020-06-23		PRJNA562020	SAMN12622411
Fulica atra	Eurasian coot	isolate: Lodz_15173	9121	Fatr_1.0	GCA_013372525.1	GenBank		Scaffold	246158	1167597722	2020-06-24		PRJNA633903	SAMN14974647
Cygnus atratus	black swan	ecotype: Queensland, Australia, isolate: AKBS03, sex: male	8868	Cygnus_atratus_primary_v1.0	GCA_013377495.1	GenBank		Contig	12814145	1122262644	2020-06-30		PRJNA640810	SAMN15332785
Crypturellus undulatus		isolate: B10K-MSB-37135, sex: female	48396	ASM1338982v1	GCA_013389825.1	GenBank	From INSDC submitter	Scaffold	99502	1021424416	2020-07-06	15484	PRJNA545868	SAMN12253746
Crypturellus soui		isolate: B10K-MSB-42743, sex: female	458187	ASM1338984v1	GCA_013389845.1	GenBank	From INSDC submitter	Scaffold	79009	1043359976	2020-07-06	15595	PRJNA545868	SAMN12253745
Piaya cayana	squirrel cuckoo	isolate: B10K-DU-008-47, sex: female	33601	ASM1338986v1	GCA_013389865.1	GenBank	From INSDC submitter	Scaffold	44041	1151257265	2020-07-06	15360	PRJNA545868	SAMN12253892
Geococcyx californianus	greater roadrunner	isolate: B10K-CU-031-07, sex: female	8947	ASM1338988v1	GCA_013389885.1	GenBank	From INSDC submitter	Scaffold	47040	1134037073	2020-07-06	14734	PRJNA545868	SAMN12253751
Sula dactylatra	masked booby	isolate: B10K-DU-002-49, sex: female	56068	ASM1338990v1	GCA_013389905.1	GenBank	From INSDC submitter	Scaffold	38906	1136665023	2020-07-06	14518	PRJNA545868	SAMN12253860
Aegithalos caudatus	Northern long-tailed tit	isolate: B10K-DU-002-10, sex: female	73327	ASM1338992v1	GCA_013389925.1	GenBank	From INSDC submitter	Scaffold	34055	1013845238	2020-07-06	15004	PRJNA545868	SAMN12253835
Fregata magnificens		isolate: B10K-DU-002-48, sex: female	37042	ASM1338994v1	GCA_013389945.1	GenBank	From INSDC submitter	Scaffold	35511	1177430334	2020-07-06	14822	PRJNA545868	SAMN12253859
Todus mexicanus	puerto rican tody	isolate: B10K-DU-002-69, sex: female	135184	ASM1338996v1	GCA_013389965.1	GenBank	From INSDC submitter	Scaffold	8743	853262227	2020-07-06	11134	PRJNA545868	SAMN12253871
Dryoscopus gambensis		isolate: B10K-DU-002-56, sex: female	85069	ASM1338998v1	GCA_013389985.1	GenBank	From INSDC submitter	Scaffold	29388	992742094	2020-07-06	14072	PRJNA545868	SAMN12253866
Calyptomena viridis	green broadbill	isolate: B10K-DU-002-55, sex: female	135972	ASM1339000v1	GCA_013390005.1	GenBank	From INSDC submitter	Scaffold	40187	1056832477	2020-07-06	14872	PRJNA545868	SAMN12253865
Pitta sordida	hooded pitta	isolate: B10K-DU-002-53, sex: female	9163	ASM1339002v1	GCA_013390025.1	GenBank	From INSDC submitter	Scaffold	41696	1088830872	2020-07-06	15488	PRJNA545868	SAMN12253864
Picathartes gymnocephalus		isolate: B10K-DU-012-30	175131	ASM1339004v1	GCA_013390045.1	GenBank	From INSDC submitter	Scaffold	36514	1046995276	2020-07-06	15038	PRJNA545868	SAMN12253907
Chloropsis hardwickii		isolate: B10K-IZ-033-78, sex: female	667144	ASM1339006v1	GCA_013390065.1	GenBank	From INSDC submitter	Scaffold	39381	1054347212	2020-07-06	15362	PRJNA545868	SAMN12253970
Grus americana	Whooping crane	isolate: B10K-DU-012-65, sex: female	9117	ASM1339008v1	GCA_013390085.1	GenBank	From INSDC submitter	Scaffold	46954	1155476187	2020-07-06	15323	PRJNA545868	SAMN12253918
Tichodroma muraria		isolate: B10K-DU-012-47, sex: female	237442	ASM1339010v1	GCA_013390105.1	GenBank	From INSDC submitter	Scaffold	14901	910679850	2020-07-06	12917	PRJNA545868	SAMN12253913
Menura novaehollandiae	superb lyrebird	isolate: B10K-CU-030-46, sex: male	47692	ASM1339635v1	GCA_013396355.1	GenBank	From INSDC submitter	Scaffold	85461	1060480557	2020-07-10	16027	PRJNA545868	SAMN12253747
Cochlearius cochlearius	boat-billed heron	isolate: B10K-CU-031-03	110676	ASM1339636v1	GCA_013396365.1	GenBank	From INSDC submitter	Scaffold	62809	1173743951	2020-07-10	15455	PRJNA545868	SAMN12253750
Ardeotis kori		isolate: B10K-CU-031-01, sex: female	89386	ASM1339637v1	GCA_013396375.1	GenBank	From INSDC submitter	Scaffold	53368	1150486959	2020-07-10	15169	PRJNA545868	SAMN12253748
Casuarius casuarius	southern cassowary	isolate: B10K-LSUMZ-50683, sex: female	8787	ASM1339641v1	GCA_013396415.1	GenBank	From INSDC submitter	Scaffold	88589	1204586945	2020-07-10	15110	PRJNA545868	SAMN12253744
Anhinga anhinga	American anhinga	isolate: B10K-CU-031-38, sex: male	56067	ASM1339643v1	GCA_013396435.1	GenBank	From INSDC submitter	Scaffold	25978	1183194070	2020-07-10	15174	PRJNA545868	SAMN12253762
Lophotis ruficrista		isolate: B10K-CU-031-23, sex: male	172689	ASM1339645v1	GCA_013396455.1	GenBank	From INSDC submitter	Scaffold	57900	1111150882	2020-07-10	15292	PRJNA545868	SAMN12253761
Smithornis capensis		isolate: B10K-CU-031-20	363769	ASM1339646v1	GCA_013396465.1	GenBank	From INSDC submitter	Scaffold	67220	1061320296	2020-07-10	15437	PRJNA545868	SAMN12253759
Ptilorrhoa leucosticta		isolate: B10K-CU-031-17, sex: female	449384	ASM1339648v1	GCA_013396485.1	GenBank	From INSDC submitter	Scaffold	77643	1110559233	2020-07-10	15238	PRJNA545868	SAMN12253757
Chunga burmeisteri	Black-legged seriema	isolate: B10K-CU-031-22, sex: female	1352770	ASM1339650v1	GCA_013396505.1	GenBank	From INSDC submitter	Scaffold	72519	1168693490	2020-07-10	15895	PRJNA545868	SAMN12253760
Chaetorhynchus papuensis	pygmy drongo	isolate: B10K-CU-031-19	254446	ASM1339652v1	GCA_013396525.1	GenBank	From INSDC submitter	Scaffold	96574	1045122515	2020-07-10	15932	PRJNA545868	SAMN12253758
Tachuris rubrigastra		isolate: B10K-CU-031-13, sex: female	495162	ASM1339655v1	GCA_013396555.1	GenBank	From INSDC submitter	Scaffold	66111	1059681690	2020-07-10	15801	PRJNA545868	SAMN12253756
Rhodinocichla rosea		isolate: B10K-CU-031-12, sex: male	58203	ASM1339657v1	GCA_013396575.1	GenBank	From INSDC submitter	Scaffold	29643	1031972585	2020-07-10	16009	PRJNA545868	SAMN12253755
Nyctibius bracteatus	Rufous potoo	isolate: B10K-CU-031-10, sex: female	48426	ASM1339659v1	GCA_013396595.1	GenBank	From INSDC submitter	Scaffold	33238	1169290544	2020-07-10	15627	PRJNA545868	SAMN12253753
Oceanites oceanicus	Wilson's storm-petrel	isolate: B10K-CU-031-11, sex: female	79653	ASM1339661v1	GCA_013396615.1	GenBank	From INSDC submitter	Scaffold	28090	1178378986	2020-07-10	15848	PRJNA545868	SAMN12253754
Penelope pileata		isolate: B10K-DU-001-08, sex: male	1118817	ASM1339663v1	GCA_013396635.1	GenBank	From INSDC submitter	Scaffold	84123	1027970763	2020-07-10	15603	PRJNA545868	SAMN12253771
Campylorhamphus procurvoides		isolate: B10K-DU-001-09, sex: female	190295	ASM1339665v1	GCA_013396655.1	GenBank	From INSDC submitter	Scaffold	152160	1047499103	2020-07-10	15733	PRJNA545868	SAMN12253772
Eubucco bourcierii	red-headed barbet	isolate: B10K-DU-001-04, sex: female	91767	ASM1339667v1	GCA_013396675.1	GenBank	From INSDC submitter	Scaffold	26549	1237629233	2020-07-10	15602	PRJNA545868	SAMN12253768
