Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Neolamprologus cylindricus		isolate: GPH1, sex: male	34804	GPH1.scf	GCA_015103215.1	GenBank		Scaffold	9984	706458197	2020-10-29		PRJNA550295	SAMN12123642
Neolamprologus cylindricus		isolate: GPH2, sex: female	34804	GPH2.scf	GCA_015103235.1	GenBank		Scaffold	10117	711903753	2020-10-29		PRJNA550295	SAMN12123643
Paracyprichromis nigripinnis		isolate: GPC6, sex: female	309875	GPC6.scf	GCA_015103255.1	GenBank		Scaffold	6972	678539533	2020-10-29		PRJNA550295	SAMN12123637
Paracyprichromis nigripinnis		isolate: GPC4, sex: male	309875	GPC4.scf	GCA_015103275.1	GenBank		Scaffold	10563	701602761	2020-10-29		PRJNA550295	SAMN12123636
Ptychochromis oligocanthus		isolate: FPO1, sex: male	2591259	FPO1.scf	GCA_015103295.1	GenBank		Scaffold	3997	707022484	2020-10-29		PRJNA550295	SAMN12123633
Bathybates fasciatus		isolate: GPB2, sex: female	219385	GPB2.scf	GCA_015103315.1	GenBank		Scaffold	6363	680422350	2020-10-29		PRJNA550295	SAMN12123635
Trematocara nigrifrons		isolate: GPA1, sex: female	1131402	GPA1.scf	GCA_015103335.1	GenBank		Scaffold	5584	639062091	2020-10-29		PRJNA550295	SAMN12123634
Trematochromis benthicola		isolate: DMD1, sex: male	1171431	DMD1.scf	GCA_015103355.1	GenBank		Scaffold	7736	703007347	2020-10-29		PRJNA550295	SAMN12123632
Callochromis macrops		isolate: BND3, sex: male	32491	BND3.scf	GCA_015103375.1	GenBank		Scaffold	6898	690412700	2020-10-29		PRJNA550295	SAMN12123630
Callochromis macrops		isolate: BND5, sex: female	32491	BND5.scf	GCA_015103395.1	GenBank		Scaffold	7844	698766750	2020-10-29		PRJNA550295	SAMN12123631
Enantiopus melanogenys		isolate: BNC5, sex: female	2591250	BNC5.scf	GCA_015103415.1	GenBank		Scaffold	8477	707231386	2020-10-29		PRJNA550295	SAMN12123629
Cyprichromis sp. 'kibishi' AB-2019		isolate: Bel18, sex: female	2591271	Bel18.scf	GCA_015103435.1	GenBank		Scaffold	7003	674991828	2020-10-29		PRJNA550295	SAMN12123627
Trematocara variabile		isolate: Bel33, sex: female	1452741	Bel33.scf	GCA_015103455.1	GenBank		Scaffold	4100	597795682	2020-10-29		PRJNA550295	SAMN12123628
Cyprichromis sp. 'kibishi' AB-2019		isolate: Bel16, sex: male	2591271	Bel16.scf	GCA_015103475.1	GenBank		Scaffold	6236	661094487	2020-10-29		PRJNA550295	SAMN12123626
Neolamprologus hecqui		isolate: Bel13	329912	Bel13.scf	GCA_015103495.1	GenBank		Scaffold	6251	671934787	2020-10-29		PRJNA550295	SAMN12123624
Neolamprologus hecqui		isolate: Bel14	329912	Bel14.scf	GCA_015103515.1	GenBank		Scaffold	6420	678459838	2020-10-29		PRJNA550295	SAMN12123625
Ophthalmotilapia heterodonta		isolate: Bel12, sex: male	68045	Bel12.scf	GCA_015103535.1	GenBank		Scaffold	6680	683285184	2020-10-29		PRJNA550295	SAMN12123623
Chalinochromis popelini		isolate: Bel09, sex: female	32494	Bel09.scf	GCA_015103555.1	GenBank		Scaffold	7255	689823753	2020-10-29		PRJNA550295	SAMN12123622
Ophthalmotilapia heterodonta		isolate: Bel06, sex: male	68045	Bel06.scf	GCA_015103575.1	GenBank		Scaffold	5417	664310370	2020-10-29		PRJNA550295	SAMN12123620
Xenotilapia sp. 'kilesa' AB-2019		isolate: Bel03, sex: male	2591313	Bel03.scf	GCA_015103595.1	GenBank		Scaffold	5597	662012010	2020-10-29		PRJNA550295	SAMN12123619
Chalinochromis popelini		isolate: Bel07, sex: male	32494	Bel07.scf	GCA_015103615.1	GenBank		Scaffold	4386	663284680	2020-10-29		PRJNA550295	SAMN12123621
Xenotilapia sp. 'kilesa' AB-2019		isolate: Bel01, sex: male	2591313	Bel01.scf	GCA_015103635.1	GenBank		Scaffold	9422	710886173	2020-10-29		PRJNA550295	SAMN12123618
Cyathopharynx furcifer		isolate: AYE5, sex: female	27741	AYE5.scf	GCA_015103655.1	GenBank		Scaffold	7725	693095359	2020-10-29		PRJNA550295	SAMN12123617
Ophthalmotilapia nasuta		isolate: AXH6, sex: male	68046	AXH6.scf	GCA_015103675.1	GenBank		Scaffold	7160	689308810	2020-10-29		PRJNA550295	SAMN12123614
Neolamprologus fasciatus		isolate: AXD5, sex: female	272721	AXD5.scf	GCA_015103695.1	GenBank		Scaffold	7968	699856313	2020-10-29		PRJNA550295	SAMN12123612
Ophthalmotilapia nasuta		isolate: AXH8, sex: female	68046	AXH8.scf	GCA_015103715.1	GenBank		Scaffold	7442	692589657	2020-10-29		PRJNA550295	SAMN12123615
Pseudosimochromis curvifrons		isolate: AXF8, sex: female	167848	AXF8.scf	GCA_015103735.1	GenBank		Scaffold	8483	698702596	2020-10-29		PRJNA550295	SAMN12123613
Xenotilapia spiloptera		isolate: AXB8, sex: female	240486	AXB8.scf	GCA_015103755.1	GenBank		Scaffold	6950	696071628	2020-10-29		PRJNA550295	SAMN12123611
Ctenochromis horei		isolate: AXA7, sex: female	194657	AXA7.scf	GCA_015103775.1	GenBank		Scaffold	8597	691579143	2020-10-29		PRJNA550295	SAMN12123609
Xenotilapia spiloptera		isolate: AXB5, sex: male	240486	AXB5.scf	GCA_015103795.1	GenBank		Scaffold	7181	695906706	2020-10-29		PRJNA550295	SAMN12123610
Limnotilapia dardennii		isolate: AWI5, sex: female	244511	AWI5.scf	GCA_015103815.1	GenBank		Scaffold	7015	683730957	2020-10-29		PRJNA550295	SAMN12123607
Limnotilapia dardennii		isolate: AWI6, sex: male	244511	AWI6.scf	GCA_015103835.1	GenBank		Scaffold	6766	682546233	2020-10-29		PRJNA550295	SAMN12123608
Gnathochromis pfefferi		isolate: AWE2, sex: female	32498	AWE2.scf	GCA_015103855.1	GenBank		Scaffold	7081	680179288	2020-10-29		PRJNA550295	SAMN12123605
Cyathopharynx furcifer		isolate: AVH2, sex: male	27741	AVH2.scf	GCA_015103875.1	GenBank		Scaffold	7590	689949097	2020-10-29		PRJNA550295	SAMN12123601
Petrochromis polyodon		isolate: AWI4, sex: female	244514	AWI4.scf	GCA_015103895.1	GenBank		Scaffold	6855	684391845	2020-10-29		PRJNA550295	SAMN12123606
Petrochromis polyodon		isolate: AWB9, sex: male	244514	AWB9.scf	GCA_015103915.1	GenBank		Scaffold	6985	684673751	2020-10-29		PRJNA550295	SAMN12123603
Enantiopus melanogenys		isolate: AWC5, sex: male	2591250	AWC5.scf	GCA_015103935.1	GenBank		Scaffold	7434	697822003	2020-10-29		PRJNA550295	SAMN12123604
Lepidiolamprologus attenuatus		isolate: AVG5, sex: female	272720	AVG5.scf	GCA_015103955.1	GenBank		Scaffold	7519	696192362	2020-10-29		PRJNA550295	SAMN12123600
Lepidiolamprologus attenuatus		isolate: AVD4, sex: male	272720	AVD4.scf	GCA_015103975.1	GenBank		Scaffold	6114	681975098	2020-10-29		PRJNA550295	SAMN12123599
Lepidiolamprologus elongatus		isolate: AUE6, sex: male	32503	AUE6.scf	GCA_015103995.1	GenBank		Scaffold	5650	677572979	2020-10-29		PRJNA550295	SAMN12123592
Pseudosimochromis babaulti		isolate: AVB6, sex: female	8156	AVB6.scf	GCA_015104015.1	GenBank		Scaffold	9714	708187066	2020-10-29		PRJNA550295	SAMN12123598
Chalinochromis brichardi		isolate: AVB2, sex: male	34794	AVB2.scf	GCA_015104035.1	GenBank		Scaffold	6709	688018494	2020-10-29		PRJNA550295	SAMN12123597
Neolamprologus crassus		isolate: IVF1, sex: female	2591256	IVF1.scf	GCA_015104075.1	GenBank		Scaffold	8405	696710312	2020-10-29		PRJNA550295	SAMN12123765
Neolamprologus crassus		isolate: IVE8, sex: male	2591256	IVE8.scf	GCA_015104155.1	GenBank		Scaffold	7629	689236898	2020-10-29		PRJNA550295	SAMN12123764
Xenotilapia bathyphila		isolate: IVB4, sex: male	240479	IVB4.scf	GCA_015104175.1	GenBank		Scaffold	8047	691266287	2020-10-29		PRJNA550295	SAMN12123762
Xenochromis hecqui		isolate: IUI7, sex: male	452219	IUI7.scf	GCA_015104195.1	GenBank		Scaffold	8324	696183031	2020-10-29		PRJNA550295	SAMN12123760
Bathybates graueri		isolate: IUI8, sex: female	293468	IUI8.scf	GCA_015104215.1	GenBank		Scaffold	7500	687650874	2020-10-29		PRJNA550295	SAMN12123761
Xenotilapia bathyphila		isolate: IVB5, sex: female	240479	IVB5.scf	GCA_015104235.1	GenBank		Scaffold	7400	678670477	2020-10-29		PRJNA550295	SAMN12123763
Reganochromis calliurus		isolate: IUI4, sex: female	70788	IUI4.scf	GCA_015104255.1	GenBank		Scaffold	9377	688230200	2020-10-29		PRJNA550295	SAMN12123758
Xenotilapia sima		isolate: IUF8, sex: female	32515	IUF8.scf	GCA_015104275.1	GenBank		Scaffold	6888	691810432	2020-10-29		PRJNA550295	SAMN12123756
Reganochromis calliurus		isolate: IUI1, sex: male	70788	IUI1.scf	GCA_015104295.1	GenBank		Scaffold	7202	669914143	2020-10-29		PRJNA550295	SAMN12123757
Trematocara stigmaticum		isolate: IUE7, sex: male	2591262	IUE7.scf	GCA_015104315.1	GenBank		Scaffold	5269	659122371	2020-10-29		PRJNA550295	SAMN12123754
Trematocara nigrifrons		isolate: IUE5, sex: male	1131402	IUE5.scf	GCA_015104335.1	GenBank		Scaffold	7084	701134653	2020-10-29		PRJNA550295	SAMN12123753
Trematocara macrostoma		isolate: IUD9, sex: female	195092	IUD9.scf	GCA_015104355.1	GenBank		Scaffold	7524	705805415	2020-10-29		PRJNA550295	SAMN12123752
Trematocara macrostoma		isolate: IUD8, sex: male	195092	IUD8.scf	GCA_015104375.1	GenBank		Scaffold	6350	673540315	2020-10-29		PRJNA550295	SAMN12123751
Bathybates fasciatus		isolate: ITH3, sex: male	219385	ITH3.scf	GCA_015104405.1	GenBank		Scaffold	8373	716743677	2020-10-29		PRJNA550295	SAMN12123750
Limnochromis staneri		isolate: ITC2, sex: male	286580	ITC2.scf	GCA_015104425.1	GenBank		Scaffold	9461	696635811	2020-10-29		PRJNA550295	SAMN12123747
Bathybates vittatus		isolate: ITD7, sex: male	293469	ITD7.scf	GCA_015104445.1	GenBank		Scaffold	5495	684389959	2020-10-29		PRJNA550295	SAMN12123748
Neolamprologus christyi		isolate: ITG2, sex: female	34803	ITG2.scf	GCA_015104465.1	GenBank		Scaffold	7850	699213940	2020-10-29		PRJNA550295	SAMN12123749
Limnochromis abeelei		isolate: ITB3, sex: female	286579	ITB3.scf	GCA_015104495.1	GenBank		Scaffold	7107	689411359	2020-10-29		PRJNA550295	SAMN12123745
Limnochromis staneri		isolate: ITA6, sex: female	286580	ITA6.scf	GCA_015104515.1	GenBank		Scaffold	12577	715886827	2020-10-29		PRJNA550295	SAMN12123743
Gnathochromis permaxillaris		isolate: ITA4, sex: female	143505	ITA4.scf	GCA_015104535.1	GenBank		Scaffold	8427	700749853	2020-10-29		PRJNA550295	SAMN12123742
Cyprichromis leptosoma		isolate: ISI6, sex: female	51791	ISI6.scf	GCA_015104555.1	GenBank		Scaffold	6496	672231523	2020-10-29		PRJNA550295	SAMN12123741
Limnochromis auritus	spangled cichlid	isolate: ITB1, sex: female	27749	ITB1.scf	GCA_015104565.1	GenBank		Scaffold	7877	690306064	2020-10-29		PRJNA550295	SAMN12123744
Lobochilotes labiatus		isolate: ISD8, sex: male	28810	ISD8.scf	GCA_015104595.1	GenBank		Scaffold	9207	685969866	2020-10-29		PRJNA550295	SAMN12123738
Lobochilotes labiatus		isolate: ISE5, sex: female	28810	ISE5.scf	GCA_015104615.1	GenBank		Scaffold	7660	673223275	2020-10-29		PRJNA550295	SAMN12123739
Cyprichromis leptosoma		isolate: ISI2, sex: male	51791	ISI2.scf	GCA_015104635.1	GenBank		Scaffold	7919	686586522	2020-10-29		PRJNA550295	SAMN12123740
Altolamprologus compressiceps		isolate: ISC9, sex: female	34793	ISC9.scf	GCA_015104655.1	GenBank		Scaffold	8441	704179329	2020-10-29		PRJNA550295	SAMN12123737
Julidochromis ornatus	golden julie	isolate: ISC1, sex: female	272722	ISC1.scf	GCA_015104675.1	GenBank		Scaffold	7535	693065394	2020-10-29		PRJNA550295	SAMN12123736
Julidochromis ornatus	golden julie	isolate: ISB7, sex: male	272722	ISB7.scf	GCA_015104695.1	GenBank		Scaffold	7157	672971391	2020-10-29		PRJNA550295	SAMN12123735
Neolamprologus pulcher		isolate: ISB3, sex: female	184151	ISB3.scf	GCA_015104715.1	GenBank		Scaffold	8575	688076663	2020-10-29		PRJNA550295	SAMN12123734
Neolamprologus pulcher		isolate: ISA6, sex: male	184151	ISA6.scf	GCA_015104735.1	GenBank		Scaffold	7597	678411670	2020-10-29		PRJNA550295	SAMN12123731
Neolamprologus savoryi		isolate: ISA8, sex: male	184152	ISA8.scf	GCA_015104745.1	GenBank		Scaffold	8508	697328879	2020-10-29		PRJNA550295	SAMN12123732
Altolamprologus compressiceps		isolate: ISB1, sex: male	34793	ISB1.scf	GCA_015104775.1	GenBank		Scaffold	6433	682927146	2020-10-29		PRJNA550295	SAMN12123733
Trematocara marginatum		isolate: ISA3, sex: female	1084758	ISA3.scf	GCA_015104795.1	GenBank		Scaffold	6980	678914255	2020-10-29		PRJNA550295	SAMN12123730
Altolamprologus sp. 'compressiceps shell' AB-2019		isolate: IRH4, sex: female	2591265	IRH4.scf	GCA_015104815.1	GenBank		Scaffold	5857	653157236	2020-10-29		PRJNA550295	SAMN12123726
Trematocara marginatum		isolate: ISA1, sex: male	1084758	ISA1.scf	GCA_015104835.1	GenBank		Scaffold	5283	636283645	2020-10-29		PRJNA550295	SAMN12123729
Telmatochromis sp. 'shell' AB-2019		isolate: IRI9, sex: female	2591306	IRI9.scf	GCA_015104855.1	GenBank		Scaffold	7270	675863732	2020-10-29		PRJNA550295	SAMN12123728
Telmatochromis sp. 'shell' AB-2019		isolate: IRI8, sex: male	2591306	IRI8.scf	GCA_015104875.1	GenBank		Scaffold	6771	683865305	2020-10-29		PRJNA550295	SAMN12123727
Altolamprologus sp. 'compressiceps shell' AB-2019		isolate: IRH2, sex: male	2591265	IRH2.scf	GCA_015104895.1	GenBank		Scaffold	5613	651032924	2020-10-29		PRJNA550295	SAMN12123725
Xenotilapia singularis		isolate: IRE3, sex: female	2591264	IRE3.scf	GCA_015104915.1	GenBank		Scaffold	5621	678491207	2020-10-29		PRJNA550295	SAMN12123722
Ectodus descampsii	Descamp's strange-tooth cichlid	isolate: IRD8, sex: female	27743	IRD8.scf	GCA_015104925.1	GenBank		Scaffold	7763	667238878	2020-10-29		PRJNA550295	SAMN12123720
Neolamprologus multifasciatus		isolate: IRF8, sex: female	420107	IRF8.scf	GCA_015104955.1	GenBank		Scaffold	5944	661545306	2020-10-29		PRJNA550295	SAMN12123724
Xenotilapia singularis		isolate: IRD9, sex: male	2591264	IRD9.scf	GCA_015104975.1	GenBank		Scaffold	5159	666020613	2020-10-29		PRJNA550295	SAMN12123721
Ectodus descampsii	Descamp's strange-tooth cichlid	isolate: IRD7, sex: male	27743	IRD7.scf	GCA_015104995.1	GenBank		Scaffold	9729	697273593	2020-10-29		PRJNA550295	SAMN12123719
Julidochromis dickfeldi		isolate: IRC4, sex: male	449317	IRC4.scf	GCA_015105015.1	GenBank		Scaffold	9606	708899645	2020-10-29		PRJNA550295	SAMN12123717
Julidochromis sp. 'regani south' AB-2019		isolate: IRB8, sex: male	2591275	IRB8.scf	GCA_015105035.1	GenBank		Scaffold	5984	671744614	2020-10-29		PRJNA550295	SAMN12123716
Julidochromis dickfeldi		isolate: IRC5, sex: female	449317	IRC5.scf	GCA_015105055.1	GenBank		Scaffold	8475	687430740	2020-10-29		PRJNA550295	SAMN12123718
Julidochromis sp. 'regani south' AB-2019		isolate: IRB2, sex: female	2591275	IRB2.scf	GCA_015105075.1	GenBank		Scaffold	7215	672223289	2020-10-29		PRJNA550295	SAMN12123715
Lestradea perspicax		isolate: IRA2, sex: female	27747	IRA2.scf	GCA_015105095.1	GenBank		Scaffold	6554	670395631	2020-10-29		PRJNA550295	SAMN12123714
Lestradea perspicax		isolate: IRA1, sex: male	27747	IRA1.scf	GCA_015105115.1	GenBank		Scaffold	6244	648051608	2020-10-29		PRJNA550295	SAMN12123713
Ophthalmotilapia ventralis		isolate: IQE4, sex: female	27755	IQE4.scf	GCA_015105135.1	GenBank		Scaffold	7725	679897602	2020-10-29		PRJNA550295	SAMN12123711
Perissodus microlepis		isolate: IQI4, sex: female	32509	IQI4.scf	GCA_015105155.1	GenBank		Scaffold	7670	681451575	2020-10-29		PRJNA550295	SAMN12123712
Ophthalmotilapia ventralis		isolate: IQD3, sex: male	27755	IQD3.scf	GCA_015105175.1	GenBank		Scaffold	5802	668909459	2020-10-29		PRJNA550295	SAMN12123710
Perissodus microlepis		isolate: IQC4, sex: male	32509	IQC4.scf	GCA_015105195.1	GenBank		Scaffold	9218	703474312	2020-10-29		PRJNA550295	SAMN12123709
Paracyprichromis sp. 'brieni south' AB-2019		isolate: IQC1, sex: female	2591291	IQC1.scf	GCA_015105215.1	GenBank		Scaffold	6032	665460873	2020-10-29		PRJNA550295	SAMN12123708
Paracyprichromis sp. 'brieni south' AB-2019		isolate: IQB9, sex: male	2591291	IQB9.scf	GCA_015105235.1	GenBank		Scaffold	7018	685889387	2020-10-29		PRJNA550295	SAMN12123707
Haplotaxodon microlepis		isolate: IQB8, sex: male	70786	IQB8.scf	GCA_015105255.1	GenBank		Scaffold	12456	725877926	2020-10-29		PRJNA550295	SAMN12123706
Haplotaxodon trifasciatus		isolate: IQB6, sex: female	299339	IQB6.scf	GCA_015105275.1	GenBank		Scaffold	7150	689492295	2020-10-29		PRJNA550295	SAMN12123705
Neolamprologus caudopunctatus		isolate: IQA3, sex: male	34802	IQA3.scf	GCA_015105295.1	GenBank		Scaffold	10045	716779809	2020-10-29		PRJNA550295	SAMN12123703
Neolamprologus caudopunctatus		isolate: IQA4, sex: female	34802	IQA4.scf	GCA_015105315.1	GenBank		Scaffold	6345	685789077	2020-10-29		PRJNA550295	SAMN12123704
Neolamprologus tetracanthus		isolate: IPG3, sex: female	32508	IPG3.scf	GCA_015105335.1	GenBank		Scaffold	10025	711815290	2020-10-29		PRJNA550295	SAMN12123701
Neolamprologus tetracanthus		isolate: IPF7, sex: male	32508	IPF7.scf	GCA_015105355.1	GenBank		Scaffold	7632	681445762	2020-10-29		PRJNA550295	SAMN12123700
Xenotilapia boulengeri		isolate: IPE7, sex: female	240480	IPE7.scf	GCA_015105375.1	GenBank		Scaffold	8041	684286372	2020-10-29		PRJNA550295	SAMN12123698
Interochromis loocki		isolate: IPF3, sex: male	683192	IPF3.scf	GCA_015105395.1	GenBank		Scaffold	8532	678029334	2020-10-29		PRJNA550295	SAMN12123699
Xenotilapia boulengeri		isolate: IPE3, sex: male	240480	IPE3.scf	GCA_015105415.1	GenBank		Scaffold	7546	685188279	2020-10-29		PRJNA550295	SAMN12123697
Petrochromis trewavasae ephippium		isolate: IPC1, sex: female	244512	IPC1.scf	GCA_015105435.1	GenBank		Scaffold	9685	688950699	2020-10-29		PRJNA550295	SAMN12123695
Lamprologus lemairii		isolate: IPD6, sex: female	272724	IPD6.scf	GCA_015105455.1	GenBank		Scaffold	6854	674355417	2020-10-29		PRJNA550295	SAMN12123696
Interochromis loocki		isolate: IPB6, sex: female	683192	IPB6.scf	GCA_015105475.1	GenBank		Scaffold	8585	694364440	2020-10-29		PRJNA550295	SAMN12123694
Lepidiolamprologus cunningtoni		isolate: IOH5, sex: male	287481	IOH5.scf	GCA_015105495.1	GenBank		Scaffold	10910	717162431	2020-10-29		PRJNA550295	SAMN12123693
Tropheus sp. 'red' AB-2019		isolate: IOE1, sex: female	2591312	IOE1.scf	GCA_015105515.1	GenBank		Scaffold	5851	670985934	2020-10-29		PRJNA550295	SAMN12123689
Lepidiolamprologus cunningtoni		isolate: IOH4, sex: female	287481	IOH4.scf	GCA_015105535.1	GenBank		Scaffold	7088	695509545	2020-10-29		PRJNA550295	SAMN12123692
Altolamprologus calvus		isolate: IOE2, sex: male	34792	IOE2.scf	GCA_015105555.1	GenBank		Scaffold	6598	679688995	2020-10-29		PRJNA550295	SAMN12123690
Cyathopharynx foae		isolate: IOD6, sex: male	284571	IOD6.scf	GCA_015105575.1	GenBank		Scaffold	5771	647650385	2020-10-29		PRJNA550295	SAMN12123687
Tropheus sp. 'red' AB-2019		isolate: IOD9, sex: male	2591312	IOD9.scf	GCA_015105585.1	GenBank		Scaffold	8430	691261817	2020-10-29		PRJNA550295	SAMN12123688
Cyphotilapia gibberosa		isolate: INH9, sex: female	1355922	INH9.scf	GCA_015105615.1	GenBank		Scaffold	9156	705241427	2020-10-29		PRJNA550295	SAMN12123685
Cyathopharynx foae		isolate: IOD4, sex: female	284571	IOD4.scf	GCA_015105635.1	GenBank		Scaffold	7316	669535682	2020-10-29		PRJNA550295	SAMN12123686
Cyphotilapia gibberosa		isolate: INH7, sex: male	1355922	INH7.scf	GCA_015105655.1	GenBank		Scaffold	9597	707718098	2020-10-29		PRJNA550295	SAMN12123684
Xenotilapia leptura		isolate: INF2, sex: male	559344	INF2.scf	GCA_015105675.1	GenBank		Scaffold	8776	713931601	2020-10-29		PRJNA550295	SAMN12123682
Cyprichromis sp. 'jumbo' AB-2019		isolate: INH1, sex: male	2591270	INH1.scf	GCA_015105695.1	GenBank		Scaffold	10655	698829690	2020-10-29		PRJNA550295	SAMN12123683
Plecodus straeleni		isolate: INE9, sex: male	167846	INE9.scf	GCA_015105715.1	GenBank		Scaffold	8956	703106879	2020-10-29		PRJNA550295	SAMN12123680
Plecodus straeleni		isolate: INE8, sex: female	167846	INE8.scf	GCA_015105735.1	GenBank		Scaffold	12200	713795385	2020-10-29		PRJNA550295	SAMN12123679
Xenotilapia leptura		isolate: INF1, sex: female	559344	INF1.scf	GCA_015105755.1	GenBank		Scaffold	8556	714186965	2020-10-29		PRJNA550295	SAMN12123681
Neolamprologus sexfasciatus		isolate: IND8, sex: female	559353	IND8.scf	GCA_015105775.1	GenBank		Scaffold	5645	678978043	2020-10-29		PRJNA550295	SAMN12123678
Telmatochromis brachygnathus		isolate: JBE8, sex: male	431670	JBE8.scf	GCA_015105895.1	GenBank		Scaffold	6690	662362837	2020-10-29		PRJNA550295	SAMN12123827
Xenotilapia rotundiventralis		isolate: JBE6, sex: male	559347	JBE6.scf	GCA_015105915.1	GenBank		Scaffold	5610	672830152	2020-10-29		PRJNA550295	SAMN12123825
Xenotilapia rotundiventralis		isolate: JBE7, sex: female	559347	JBE7.scf	GCA_015105935.1	GenBank		Scaffold	9596	704550209	2020-10-29		PRJNA550295	SAMN12123826
Telmatochromis vittatus		isolate: JBD5, sex: male	34811	JBD5.scf	GCA_015105955.1	GenBank		Scaffold	7873	675515947	2020-10-29		PRJNA550295	SAMN12123823
Xenotilapia flavipinnis	yellow sand cichlid	isolate: JAF7, sex: male	240481	JAF7.scf	GCA_015105975.1	GenBank		Scaffold	10331	714265809	2020-10-29		PRJNA550295	SAMN12123818
Xenotilapia flavipinnis	yellow sand cichlid	isolate: JAF9, sex: female	240481	JAF9.scf	GCA_015105995.1	GenBank		Scaffold	10255	710364774	2020-10-29		PRJNA550295	SAMN12123819
Baileychromis centropomoides		isolate: JAB7, sex: male	286574	JAB7.scf	GCA_015106015.1	GenBank		Scaffold	7752	681831021	2020-10-29		PRJNA550295	SAMN12123812
Xenotilapia nigrolabiata		isolate: IZC7, sex: male	286602	IZC7.scf	GCA_015106035.1	GenBank		Scaffold	8744	688421214	2020-10-29		PRJNA550295	SAMN12123802
Perissodus multidentatus		isolate: IZA9, sex: male	452216	IZA9.scf	GCA_015106055.1	GenBank		Scaffold	9692	705054391	2020-10-29		PRJNA550295	SAMN12123799
Perissodus multidentatus		isolate: IZA8, sex: female	452216	IZA8.scf	GCA_015106075.1	GenBank		Scaffold	12300	716640519	2020-10-29		PRJNA550295	SAMN12123798
Xenotilapia nigrolabiata		isolate: IXF4, sex: female	286602	IXF4.scf	GCA_015106095.1	GenBank		Scaffold	10130	707019787	2020-10-29		PRJNA550295	SAMN12123789
Petrochromis famula		isolate: IYA6, sex: female	244513	IYA6.scf	GCA_015106115.1	GenBank		Scaffold	6137	656853181	2020-10-29		PRJNA550295	SAMN12123792
Neolamprologus savoryi		isolate: IYA4, sex: female	184152	IYA4.scf	GCA_015106135.1	GenBank		Scaffold	7368	669554863	2020-10-29		PRJNA550295	SAMN12123790
Hemibates stenosoma		isolate: IXC3, sex: female	286578	IXC3.scf	GCA_015106155.1	GenBank		Scaffold	6892	682880642	2020-10-29		PRJNA550295	SAMN12123788
Hemibates stenosoma		isolate: IXC2, sex: male	286578	IXC2.scf	GCA_015106175.1	GenBank		Scaffold	7406	693607676	2020-10-29		PRJNA550295	SAMN12123787
Benthochromis melanoides		isolate: IXB8, sex: male	299336	IXB8.scf	GCA_015106195.1	GenBank		Scaffold	8483	690173480	2020-10-29		PRJNA550295	SAMN12123784
Xenotilapia caudafasciata		isolate: IXC1, sex: female	240484	IXC1.scf	GCA_015106215.1	GenBank		Scaffold	8883	686448967	2020-10-29		PRJNA550295	SAMN12123786
Xenotilapia caudafasciata		isolate: IXB9, sex: male	240484	IXB9.scf	GCA_015106235.1	GenBank		Scaffold	5676	666649636	2020-10-29		PRJNA550295	SAMN12123785
Greenwoodochromis bellcrossi		isolate: IXB5, sex: female	286576	IXB5.scf	GCA_015106255.1	GenBank		Scaffold	11849	715592818	2020-10-29		PRJNA550295	SAMN12123782
Limnochromis staneri		isolate: IXB6, sex: male	286580	IXB6.scf	GCA_015106275.1	GenBank		Scaffold	6173	686726512	2020-10-29		PRJNA550295	SAMN12123783
Trematocara unimaculatum		isolate: IXA6, sex: female	158782	IXA6.scf	GCA_015106295.1	GenBank		Scaffold	7238	705420268	2020-10-29		PRJNA550295	SAMN12123781
Perissodus eccentricus		isolate: IXA4, sex: male	409979	IXA4.scf	GCA_015106315.1	GenBank		Scaffold	9004	703326511	2020-10-29		PRJNA550295	SAMN12123779
Bathybates minor		isolate: IXA5, sex: female	293467	IXA5.scf	GCA_015106335.1	GenBank		Scaffold	7457	689806508	2020-10-29		PRJNA550295	SAMN12123780
Trematocara unimaculatum		isolate: IXA3, sex: male	158782	IXA3.scf	GCA_015106355.1	GenBank		Scaffold	6266	693913544	2020-10-29		PRJNA550295	SAMN12123778
Cunningtonia longiventralis		isolate: IWD8, sex: female	27739	IWD8.scf	GCA_015106375.1	GenBank		Scaffold	5379	667629517	2020-10-29		PRJNA550295	SAMN12123777
Cunningtonia longiventralis		isolate: IWD7, sex: male	27739	IWD7.scf	GCA_015106395.1	GenBank		Scaffold	6585	665745250	2020-10-29		PRJNA550295	SAMN12123776
Petrochromis trewavasae	threadfin cichlid	isolate: IWD4, sex: female	244518	IWD4.scf	GCA_015106415.1	GenBank		Scaffold	7107	687763470	2020-10-29		PRJNA550295	SAMN12123773
Lamprologus signatus		isolate: IWD5, sex: male	420105	IWD5.scf	GCA_015106425.1	GenBank		Scaffold	6400	679415488	2020-10-29		PRJNA550295	SAMN12123774
Lamprologus signatus		isolate: IWD6, sex: female	420105	IWD6.scf	GCA_015106455.1	GenBank		Scaffold	9060	706389436	2020-10-29		PRJNA550295	SAMN12123775
Petrochromis horii		isolate: IWB5, sex: male	2591258	IWB5.scf	GCA_015106475.1	GenBank		Scaffold	8978	687823504	2020-10-29		PRJNA550295	SAMN12123770
Petrochromis horii		isolate: IWB6, sex: female	2591258	IWB6.scf	GCA_015106495.1	GenBank		Scaffold	9451	702242957	2020-10-29		PRJNA550295	SAMN12123771
