transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_012822777.2	gene-selenon	1701	6601	yes	1100	316	29	256
rna-XM_031580847.1	gene-znf593	390	3289	yes	252	91	3	44
rna-XM_012822867.2	gene-znf593	390	3284	no	252	91	3	44
rna-XM_012823231.2	gene-rlf	5955	15880	yes	3805	1284	68	798
rna-XM_012823197.2	gene-zmpste24	1419	5140	yes	926	244	30	219
rna-XM_012823221.2	gene-LOC105896457	318	1798	yes	207	69	4	38
rna-XM_031580927.1	gene-rpl13a	618	3339	yes	391	117	11	99
rna-XM_012823178.2	gene-LOC105896414	1893	14068	yes	1215	366	18	294
rna-XM_031580765.1	gene-htr1d	1179	15921	yes	766	160	32	221
rna-XM_031580937.1	gene-LOC105895945	759	5985	yes	475	165	7	112
rna-XM_031580678.1	gene-syt16	2220	20971	no	1431	361	15	413
rna-XM_031580677.1	gene-syt16	2226	20939	yes	1435	363	15	413
rna-XM_031580680.1	gene-syt16	1881	20328	no	1205	311	17	348
rna-XM_031580679.1	gene-syt16	1938	20328	no	1242	321	16	359
rna-XM_012822912.2	gene-LOC105896174	1122	9043	no	716	215	11	180
rna-XM_012822920.2	gene-LOC105896174	1122	7579	no	716	215	11	180
rna-XM_031580661.1	gene-LOC105896174	1269	6978	yes	807	242	13	207
rna-XM_031580662.1	gene-LOC105896174	1266	6977	no	805	241	13	207
rna-XM_031580850.1	gene-LOC116223588	297	1558	yes	197	15	3	82
rna-XM_031580696.1	gene-LOC116223557	261	579	yes	168	29	2	62
rna-XM_031580938.1	gene-LOC105895720	5502	28642	yes	3578	1027	101	796
rna-XM_012822410.2	gene-LOC105895732	825	7652	yes	536	178	13	98
rna-XM_031580670.1	gene-LOC105895732	780	7650	no	506	168	13	93
rna-XM_031579752.1	gene-LOC105895728	1689	12054	no	1105	261	26	297
rna-XM_012822405.2	gene-LOC105895728	1695	12054	yes	1109	263	26	297
rna-XM_031579751.1	gene-LOC105895721	3135	40029	no	2030	583	32	490
rna-XM_031579749.1	gene-LOC105895721	3150	40029	no	2038	589	32	491
rna-XM_031579750.1	gene-LOC105895721	3144	40029	no	2034	589	32	489
rna-XM_012822398.2	gene-LOC105895721	3138	40029	no	2032	584	32	490
rna-XM_031579748.1	gene-LOC105895721	3153	40029	yes	2040	590	32	491
rna-XM_031581038.1	gene-LOC105895719	1791	26804	no	1140	353	20	278
rna-XM_031581036.1	gene-LOC105895719	1791	26804	no	1140	353	20	278
rna-XM_031581040.1	gene-LOC105895719	1770	26804	no	1126	347	20	277
rna-XM_031581037.1	gene-LOC105895719	1791	26804	no	1140	353	20	278
rna-XM_031581039.1	gene-LOC105895719	1773	26804	no	1128	348	20	277
rna-XM_031581035.1	gene-LOC105895719	1794	26804	yes	1142	354	20	278
rna-XM_031580939.1	gene-asxl2	3819	16723	yes	2467	582	27	743
rna-XM_031581034.1	gene-LOC105895736	2307	4731	no	1472	478	39	318
rna-XM_012822415.2	gene-LOC105895736	2310	4731	yes	1474	479	39	318
rna-XM_012822435.2	gene-LOC105895753	1434	2560	yes	929	229	20	256
rna-XM_031580086.1	gene-rmnd1	1317	6031	yes	840	268	21	188
rna-XM_012822436.2	gene-rmnd1	1284	6013	no	819	262	20	183
rna-XM_012822393.2	gene-zbtb2	1455	3580	yes	936	269	14	236
rna-XM_031580083.1	gene-LOC105895715	6390	12139	yes	4179	949	105	1157
rna-XM_031580084.1	gene-LOC105895715	6390	12139	no	4179	949	105	1157
rna-XM_031580085.1	gene-LOC105895715	6342	12138	no	4147	940	104	1151
rna-XM_012822416.2	gene-stx11	876	2659	yes	570	163	15	128
rna-XM_031580841.1	gene-stx11	876	2600	no	570	163	15	128
rna-XM_031580940.1	gene-LOC105895748	2340	32538	yes	1507	444	21	368
rna-XM_012822432.2	gene-fbxo30	2646	6856	yes	1704	470	20	452
rna-XM_031580942.1	gene-LOC116223608	1167	8937	yes	756	206	26	179
rna-XM_031580178.1	gene-shprh	5064	18205	no	3256	943	81	784
rna-XM_012822391.2	gene-shprh	5067	18205	yes	3258	944	81	784
rna-XM_031580602.1	gene-LOC105895730	3552	22958	yes	2310	606	80	556
rna-XM_012822407.2	gene-LOC105895730	3543	22956	no	2305	604	80	554
rna-XM_031580604.1	gene-LOC105895730	2811	20568	no	1836	479	74	422
rna-XM_031580605.1	gene-LOC105895730	2802	20568	no	1831	477	74	420
rna-XM_031579937.1	gene-stxbp5	3585	29569	yes	2319	607	54	605
rna-XM_012822442.2	gene-stxbp5	3450	29569	no	2233	584	51	582
rna-XM_031579938.1	gene-stxbp5	3477	29569	no	2248	584	53	592
rna-XM_031579940.1	gene-stxbp5	3342	29569	no	2162	561	50	569
rna-XM_031579941.1	gene-stxbp5	3291	29569	no	2129	552	50	560
rna-XM_031580635.1	gene-LOC105895711	4362	85123	yes	2805	785	40	732
rna-XM_031580637.1	gene-LOC105895711	3897	85123	no	2507	687	33	670
rna-XM_031580639.1	gene-LOC105895711	3783	27421	no	2433	665	32	653
rna-XM_031580638.1	gene-LOC105895711	3879	23837	no	2495	686	33	665
rna-XM_031580636.1	gene-LOC105895711	3966	21294	no	2554	702	34	676
rna-XM_031580640.1	gene-LOC105895711	3663	16308	no	2354	648	30	631
rna-XM_012822387.2	gene-LOC105895710	1149	9988	yes	720	244	24	161
rna-XM_031580647.1	gene-ddo	1017	3189	no	651	174	14	178
rna-XM_031580646.1	gene-ddo	1017	3189	no	651	174	14	178
rna-XM_031580644.1	gene-ddo	1017	3189	no	651	174	14	178
rna-XM_031580643.1	gene-ddo	1017	3189	no	651	174	14	178
rna-XM_012822404.2	gene-ddo	1017	3189	yes	651	174	14	178
rna-XM_012822386.2	gene-zbtb24	2313	4184	yes	1494	423	34	362
rna-XM_031580641.1	gene-zbtb24	2313	4026	no	1494	423	34	362
rna-XM_031580634.1	gene-ccdc162p	6534	24777	yes	4088	1386	59	1001
rna-XM_012822430.2	gene-LOC105895747	1827	16408	yes	1185	309	16	317
rna-XM_031580288.1	gene-LOC105895747	1326	6002	no	858	222	10	236
rna-XM_012822382.2	gene-LOC105895706	1398	8294	yes	900	277	22	199
rna-XM_031580293.1	gene-LOC105895739	1218	10405	no	790	223	13	192
rna-XM_031580292.1	gene-LOC105895739	1218	10405	no	790	223	13	192
rna-XM_031580291.1	gene-LOC105895739	1218	10405	yes	790	223	13	192
rna-XM_031580289.1	gene-LOC105895739	1218	8711	no	790	223	13	192
rna-XM_012822417.2	gene-LOC105895739	1218	8710	no	790	223	13	192
rna-XM_012822406.2	gene-LOC105895729	576	5042	yes	379	124	11	62
rna-XM_031580287.1	gene-LOC105895751	3279	17164	no	2104	721	70	384
rna-XM_012822434.2	gene-LOC105895751	3279	17164	yes	2104	721	70	384
rna-XM_012822381.2	gene-tdrd6	4587	7498	yes	2992	862	63	670
rna-XM_012822380.2	gene-ankrd66	543	2337	yes	349	106	6	82
rna-XM_031580943.1	gene-LOC116223609	3036	9906	yes	1963	580	64	429
rna-XM_031580944.1	gene-dnah14	13497	46223	yes	8664	2629	231	1973
rna-XM_012822421.2	gene-LOC105895742	1857	8390	yes	1210	271	37	339
rna-XM_012822427.2	gene-LOC105895744	873	4095	yes	534	198	11	130
rna-XM_012822426.2	gene-tp53i3	1020	2909	no	652	171	13	184
rna-XM_031579817.1	gene-tp53i3	1020	2908	no	652	171	13	184
rna-XM_031579816.1	gene-tp53i3	1059	2907	yes	678	178	13	190
rna-XM_031580584.1	gene-dusp23	498	12261	yes	324	92	13	69
rna-XM_031580585.1	gene-dusp23	498	4688	no	324	92	13	69
rna-XM_031580587.1	gene-dusp23	456	4112	no	296	88	12	60
rna-XM_031580588.1	gene-dusp23	456	3803	no	296	88	12	60
rna-XM_031580945.1	gene-LOC105895700	3702	9001	yes	2367	695	37	603
rna-XM_012822402.2	gene-slc22a3	1638	7510	yes	1052	287	35	264
rna-XM_012822413.2	gene-LOC105895734	918	3711	yes	581	181	11	145
rna-XM_012822444.2	gene-LOC105895760	1857	5308	yes	1189	387	11	270
rna-XM_031580896.1	gene-gje1	741	3681	yes	472	141	22	106
rna-XM_012822429.2	gene-LOC105895746	6084	14846	yes	3915	1129	70	970
rna-XM_012822401.2	gene-fuca2	1371	6496	yes	905	236	20	210
rna-XM_012822411.2	gene-tatdn3	813	3801	yes	519	150	16	128
rna-XM_012822412.2	gene-tatdn3	810	3800	no	517	149	16	128
rna-XM_012822409.2	gene-LOC105895731	1857	8356	yes	1180	363	25	289
rna-XM_031580946.1	gene-LOC116223610	1212	3346	yes	783	198	29	202
rna-XM_031579717.1	gene-LOC105895722	726	4123	yes	471	139	10	106
rna-XM_031579718.1	gene-LOC105895722	726	4123	no	471	139	10	106
rna-XM_031579721.1	gene-LOC105895722	726	4123	no	471	139	10	106
rna-XM_031579719.1	gene-LOC105895722	726	3505	no	471	139	10	106
rna-XM_031579716.1	gene-LOC105895698	3210	16144	no	2081	587	22	520
rna-XM_031579715.1	gene-LOC105895698	3225	16144	yes	2091	591	22	521
rna-XM_031580209.1	gene-ptk2b	2964	20570	yes	1913	579	50	422
rna-XM_031580211.1	gene-ptk2b	2841	20567	no	1835	564	49	393
rna-XM_031580187.1	gene-LOC105895696	1659	6246	yes	1073	274	38	274
rna-XM_012822400.2	gene-ephx2	1686	16216	yes	1091	289	21	285
rna-XM_031580783.1	gene-LOC105895761	1731	7798	yes	1118	343	9	261
rna-XM_012822445.2	gene-LOC105895761	1731	7797	no	1118	343	9	261
rna-XM_031580782.1	gene-LOC105895761	1731	7395	no	1118	343	9	261
rna-XM_031580785.1	gene-LOC105895694	657	8058	yes	426	123	20	88
rna-XM_031580781.1	gene-gckr	1830	8645	yes	1169	341	38	282
rna-XM_031580780.1	gene-LOC105895692	8445	17595	yes	5479	1601	64	1301
rna-XM_031580779.1	gene-LOC105895692	8445	16516	no	5479	1601	64	1301
rna-XM_031580777.1	gene-LOC105895692	8445	12761	no	5479	1601	64	1301
rna-XM_012822440.2	gene-c14h8orf74	768	3204	yes	494	155	12	107
rna-XM_012822439.2	gene-LOC105895756	1116	4930	yes	720	185	23	188
rna-XM_012822418.2	gene-LOC105895740	1725	31786	yes	1129	285	27	284
rna-XM_031580135.1	gene-LOC105895745	2034	16455	yes	1296	397	18	323
rna-XM_031580924.1	gene-LOC105895762	903	39835	no	579	171	11	142
rna-XM_031580925.1	gene-LOC105895762	861	41663	no	552	158	10	141
rna-XM_012822446.2	gene-LOC105895762	912	41660	yes	587	168	11	146
rna-XM_012822414.2	gene-s100pbp	720	3684	yes	460	140	10	110
rna-XM_031580926.1	gene-LOC105895691	675	20543	yes	440	111	19	105
rna-XM_012822367.1	gene-LOC105895690	804	803	yes	518	121	5	160
rna-XM_031580704.1	gene-bsdc1	1419	6232	yes	921	253	12	233
rna-XM_012822443.2	gene-bsdc1	1398	6232	no	908	248	11	231
rna-XM_012822433.2	gene-LOC105895750	615	3129	yes	408	89	2	116
rna-XM_031580947.1	gene-LOC105895689	2175	19405	yes	1416	401	30	328
rna-XM_031580879.1	gene-LOC116223595	777	4167	yes	510	79	8	180
rna-XM_031580880.1	gene-LOC116223595	774	4167	no	508	79	8	179
rna-XM_031581021.1	gene-LOC105909427	1935	10140	yes	1216	420	13	286
rna-XM_031581020.1	gene-LOC105909427	1935	9621	no	1216	420	13	286
rna-XM_031581022.1	gene-LOC105909427	1923	9621	no	1208	417	13	285
rna-XM_031581023.1	gene-LOC105909427	1911	9621	no	1200	416	13	282
rna-XM_031581024.1	gene-LOC105909427	1797	9621	no	1129	397	12	259
rna-XM_031581018.1	gene-ahi1	3618	12035	yes	2323	691	39	565
rna-XM_031581019.1	gene-ahi1	3618	11819	no	2323	691	39	565
rna-XM_012838052.2	gene-slc18b1	1383	6328	no	899	194	39	251
rna-XM_031581025.1	gene-slc18b1	1467	6328	yes	952	207	39	269
rna-XM_031581027.1	gene-LOC105909440	4926	14217	yes	3187	844	63	832
rna-XM_012838051.2	gene-LOC105909424	591	3855	yes	375	97	9	110
rna-XM_031580345.1	gene-LOC105909423	26493	100636	yes	16632	5596	257	4008
rna-XM_031580362.1	gene-metap1	1179	8489	no	772	205	19	183
rna-XM_031580360.1	gene-metap1	1182	8488	yes	774	206	19	183
rna-XM_031580361.1	gene-metap1	1179	8488	no	772	206	19	182
rna-XM_031580363.1	gene-metap1	1170	8487	no	766	204	19	181
rna-XM_012838076.2	gene-metap1	1146	8478	no	751	201	19	175
rna-XM_012838073.2	gene-btbd9	1818	6323	yes	1152	337	17	312
rna-XM_031580365.1	gene-LOC105909449	1053	3646	yes	670	205	28	150
rna-XM_012838079.2	gene-LOC105909449	1038	3646	no	660	203	28	147
rna-XM_012838082.2	gene-LOC105909453	906	3132	yes	587	182	13	124
rna-XM_012838081.2	gene-glo1	756	3690	yes	495	143	11	107
rna-XM_012838083.2	gene-slc38a6	1347	9709	yes	859	216	40	232
rna-XM_031580357.1	gene-slc38a6	1305	9226	no	832	211	36	226
rna-XM_012838075.2	gene-trmt5	1479	2378	yes	945	274	14	246
rna-XM_012838080.2	gene-mnat1	924	3380	yes	577	211	11	125
rna-XM_012838091.2	gene-LOC105909458	1215	13619	no	789	223	16	187
rna-XM_012838090.2	gene-LOC105909458	1230	13619	yes	798	225	15	192
rna-XM_012838092.2	gene-LOC105909458	1209	7910	no	788	219	15	187
rna-XM_031580359.1	gene-LOC105909458	1194	7909	no	775	218	15	186
rna-XM_012838099.2	gene-dhrs7	1038	4004	yes	666	176	19	177
rna-XM_031580350.1	gene-pcnx4	3603	8487	no	2254	604	30	715
rna-XM_012838098.2	gene-pcnx4	3603	8487	yes	2254	604	30	715
rna-XM_031580349.1	gene-pcnx4	3603	8075	no	2254	604	30	715
rna-XM_031580367.1	gene-lrrc9	4521	19178	yes	2812	909	60	740
rna-XM_012838057.2	gene-LOC105909430	579	4518	yes	361	105	9	104
rna-XM_012838100.2	gene-LOC105909465	2073	21554	yes	1321	402	32	318
rna-XM_031580351.1	gene-LOC105909465	2073	21345	no	1321	402	32	318
rna-XM_031580346.1	gene-LOC105909421	3726	25577	yes	2398	586	25	717
rna-XM_031580347.1	gene-LOC105909421	3297	25574	no	2122	530	21	624
rna-XM_012838060.2	gene-tmem62	1926	10330	yes	1232	329	33	332
rna-XM_012838047.2	gene-LOC105909419	561	2397	yes	366	100	13	82
rna-XM_031580948.1	gene-hhipl2	1941	7677	yes	1254	368	34	285
rna-XM_031580356.1	gene-LOC105909417	1230	4838	no	804	229	16	181
rna-XM_031580355.1	gene-LOC105909417	1230	4838	no	804	229	16	181
rna-XM_031580354.1	gene-LOC105909417	1452	4838	yes	946	270	18	218
rna-XM_031580364.1	gene-LOC116223471	1143	2372	yes	747	242	9	145
rna-XM_031580352.1	gene-LOC105909416	1692	2059	yes	1107	317	22	246
rna-XM_031580950.1	gene-LOC105909415	2010	9452	yes	1314	372	29	295
rna-XM_031580951.1	gene-LOC116223611	2103	7874	yes	1379	384	32	308
rna-XM_031580796.1	gene-LOC105909413	2085	9375	no	1359	399	38	289
rna-XM_031580795.1	gene-LOC105909413	2142	9314	yes	1391	416	40	295
rna-XM_012838071.2	gene-LOC105909444	1500	4585	yes	976	273	13	238
rna-XM_031580028.1	gene-sntg2	1623	50646	yes	1048	302	23	250
rna-XM_031580029.1	gene-sntg2	1620	50646	no	1046	302	23	249
rna-XM_031580952.1	gene-tpo	2286	15627	yes	1465	417	26	378
rna-XM_031579729.1	gene-LOC105909428	3606	30039	no	2313	772	52	469
rna-XM_012838055.2	gene-LOC105909428	3597	30039	no	2307	771	52	467
rna-XM_031579733.1	gene-LOC105909428	3516	30039	no	2255	748	52	461
rna-XM_031579730.1	gene-LOC105909428	3600	30039	no	2309	770	52	469
rna-XM_031579731.1	gene-LOC105909428	3591	30039	no	2302	774	52	463
rna-XM_031579728.1	gene-LOC105909428	3606	30039	yes	2313	772	52	469
rna-XM_031579726.1	gene-plcb1	3660	44346	yes	2358	745	55	502
rna-XM_031579727.1	gene-plcb1	3567	41611	no	2300	709	54	504
rna-XM_031580651.1	gene-LOC105909409	921	6615	no	593	168	17	143
rna-XM_012838038.2	gene-LOC105909409	924	6613	yes	595	168	17	144
rna-XM_012838065.2	gene-hao1	1110	6489	yes	709	184	11	206
rna-XM_012838059.2	gene-LOC105909432	1218	5018	yes	784	244	18	172
rna-XM_012838109.2	gene-LOC105909473	1131	1321	yes	725	221	23	162
rna-XM_012838111.2	gene-crls1	1242	5944	yes	785	243	20	194
rna-XM_012838106.2	gene-mcm8	2526	6871	yes	1609	485	45	387
rna-XM_012838056.2	gene-LOC105909429	888	5949	yes	590	168	16	114
rna-XM_012838118.2	gene-LOC105909483	882	24920	yes	568	181	18	115
rna-XM_012838063.2	gene-klhl29	2658	76442	yes	1732	419	36	471
rna-XM_031580962.1	gene-klhl29	2658	55050	no	1732	419	36	471
rna-XM_012838103.2	gene-cdc5l	2412	11823	yes	1536	485	30	361
rna-XM_012838102.2	gene-supt3h	1143	86232	no	730	230	17	166
rna-XM_031580477.1	gene-supt3h	1284	76884	yes	822	242	18	202
rna-XM_031580476.1	gene-runx2	1416	42292	yes	916	226	8	266
rna-XM_012838101.2	gene-runx2	1374	23282	no	887	216	10	261
rna-XM_012838110.2	gene-clic5	738	4856	yes	478	141	9	110
rna-XM_012838112.2	gene-tfb1m	1077	23918	yes	676	200	17	184
rna-XM_031581010.1	gene-cldn20	756	7093	yes	492	113	9	142
rna-XM_031581008.1	gene-cldn20	756	7089	no	492	113	9	142
rna-XM_031581012.1	gene-cldn20	756	3535	no	492	113	9	142
rna-XM_031581009.1	gene-cldn20	756	3535	no	492	113	9	142
rna-XM_031581011.1	gene-cldn20	756	2832	no	492	113	9	142
rna-XM_031581007.1	gene-LOC105909455	1926	21430	no	1224	356	22	324
rna-XM_031581006.1	gene-LOC105909455	2397	17959	yes	1519	443	26	409
rna-XM_031580953.1	gene-LOC105909407	2136	3346	yes	1350	386	7	393
rna-XM_031580275.1	gene-LOC105909481	2376	22540	yes	1541	444	43	348
rna-XM_031580276.1	gene-LOC105909481	2373	22540	no	1539	443	43	348
rna-XM_012838035.2	gene-LOC105909406	1038	3880	yes	677	171	21	169
rna-XM_031580858.1	gene-LOC105909441	804	7703	yes	517	155	6	126
rna-XM_031580859.1	gene-LOC105909441	804	4634	no	517	155	6	126
rna-XM_012838069.2	gene-LOC105909441	804	2545	no	517	155	6	126
rna-XM_031580954.1	gene-LOC116223612	1389	1704	yes	898	262	33	196
rna-XM_012838067.2	gene-LOC105909439	1047	2127	yes	695	181	9	162
rna-XM_031580223.1	gene-LOC105909439	1020	2127	no	677	179	8	156
rna-XM_031579904.1	gene-kiz	2220	29758	yes	1397	457	25	341
rna-XM_012838107.2	gene-kiz	2211	29753	no	1392	453	25	341
rna-XM_031579785.1	gene-ralgapa2	6147	127853	yes	3948	1103	100	996
rna-XM_031579787.1	gene-ralgapa2	6012	127853	no	3860	1080	96	976
rna-XM_031579786.1	gene-ralgapa2	6042	124837	no	3878	1100	99	965
rna-XM_031579788.1	gene-ralgapa2	6009	127852	no	3860	1084	100	965
rna-XM_031579789.1	gene-ralgapa2	6006	127852	no	3857	1080	98	971
rna-XM_031579792.1	gene-ralgapa2	5868	127852	no	3769	1061	98	940
rna-XM_031579790.1	gene-ralgapa2	5979	124836	no	3835	1088	99	957
rna-XM_031579791.1	gene-ralgapa2	5628	89713	no	3625	997	85	921
rna-XM_031579793.1	gene-LOC116223398	1791	2197	yes	1140	387	9	255
rna-XM_031580889.1	gene-LOC105909443	1422	4320	yes	908	280	19	215
rna-XM_031580955.1	gene-LOC116223613	534	1115	yes	352	88	6	88
rna-XM_031580956.1	gene-LOC116223614	324	709	yes	207	63	5	49
rna-XM_012838088.2	gene-LOC105909456	9087	55221	no	5873	1440	125	1649
rna-XM_012838086.2	gene-LOC105909456	9357	55220	yes	6044	1485	128	1700
rna-XM_012838087.2	gene-LOC105909456	9213	54446	no	5954	1453	125	1681
rna-XM_012838089.2	gene-LOC105909457	354	4016	yes	228	68	7	51
rna-XM_012838113.2	gene-LOC105909477	1119	4785	yes	736	200	29	154
rna-XM_012838034.2	gene-lrrc74a	1941	7996	yes	1239	385	23	294
rna-XM_031580697.1	gene-rps6kl1	2241	9467	yes	1447	430	33	331
rna-XM_012838033.2	gene-rps6kl1	2238	9467	no	1445	429	33	331
rna-XM_031580699.1	gene-rps6kl1	2145	9467	no	1388	408	30	319
rna-XM_031580698.1	gene-rps6kl1	2238	9467	no	1445	430	33	330
rna-XM_031580957.1	gene-LOC105909403	2124	18655	yes	1380	430	23	291
rna-XM_012838117.2	gene-esrrb	1437	57679	yes	925	267	24	221
rna-XM_012838030.2	gene-LOC105909402	645	48185	yes	421	115	9	100
rna-XM_031580811.1	gene-LOC105909402	576	32701	no	376	101	6	93
rna-XM_031580810.1	gene-LOC105909402	588	32701	no	384	103	6	95
rna-XM_031580524.1	gene-ift43	609	24344	yes	393	116	6	94
rna-XM_031580737.1	gene-ttll5	3699	83688	no	2359	751	46	543
rna-XM_031580736.1	gene-ttll5	3699	83688	yes	2359	751	46	543
rna-XM_031580738.1	gene-ttll5	3489	83687	no	2223	721	44	501
rna-XM_012838061.2	gene-tgfb3	1233	39446	yes	787	252	19	175
rna-XM_012838064.2	gene-haus1	831	16910	yes	533	185	9	104
rna-XM_031580015.1	gene-supt7l	1251	7441	yes	817	205	6	223
rna-XM_012838120.2	gene-supt7l	1251	6518	no	817	205	6	223
rna-XM_012838114.2	gene-slc4a1ap	2301	20324	yes	1491	459	27	324
rna-XM_031580207.1	gene-mrpl33	204	2649	yes	131	39	3	31
rna-XM_031580623.1	gene-LOC105909398	1164	10154	yes	750	246	20	148
rna-XM_031580958.1	gene-LOC116223615	4593	4675	yes	2966	943	88	596
rna-XM_031580959.1	gene-LOC105888533	3822	26939	yes	2470	706	54	592
rna-XM_031580232.1	gene-rbks	777	43480	no	495	128	14	140
rna-XM_031580229.1	gene-rbks	897	43476	no	571	150	16	160
rna-XM_031580230.1	gene-rbks	897	30484	no	571	150	16	160
rna-XM_012814287.2	gene-rbks	939	30004	yes	600	155	16	168
rna-XM_031580231.1	gene-rbks	777	28451	no	495	128	14	140
rna-XM_012814285.2	gene-babam2	1161	70827	yes	751	215	15	180
rna-XM_012814286.2	gene-babam2	1161	70827	no	751	215	15	180
rna-XM_031580224.1	gene-babam2	1161	70827	no	751	215	15	180
rna-XM_031580227.1	gene-babam2	1161	70827	no	751	215	15	180
rna-XM_031580225.1	gene-babam2	1161	70827	no	751	215	15	180
rna-XM_031580228.1	gene-babam2	1161	70827	no	751	215	15	180
rna-XM_012814277.2	gene-fosl2	1059	12237	yes	687	188	13	171
rna-XM_031580137.1	gene-fosl2	921	12091	no	595	164	11	151
rna-XM_031581002.1	gene-mocs1	2220	28685	no	1413	399	35	373
rna-XM_031581001.1	gene-mocs1	2286	28251	yes	1456	415	37	378
rna-XM_031581005.1	gene-mocs1	1326	26844	no	853	252	24	197
rna-XM_031581003.1	gene-mocs1	1893	23929	no	1212	326	33	322
rna-XM_031581004.1	gene-mocs1	1695	20336	no	1083	296	28	288
rna-XM_012814288.2	gene-daam2	3141	77732	no	2012	656	48	425
rna-XM_031579821.1	gene-daam2	3225	72750	yes	2065	669	48	443
rna-XM_031580150.1	gene-kif6	1611	18923	yes	1024	321	31	235
rna-XM_031580152.1	gene-LOC105888540	798	36801	yes	502	171	11	114
rna-XM_031580151.1	gene-LOC105888540	798	36792	no	498	172	13	115
rna-XM_012814272.1	gene-LOC105888535	870	2479	yes	564	156	19	131
rna-XM_012814279.2	gene-kcnk5	1575	15945	yes	1016	303	29	227
rna-XM_031580695.1	gene-kcnk5	1461	10135	no	942	282	24	213
rna-XM_012814281.2	gene-gnmt	876	10294	yes	566	177	12	121
rna-XM_031580729.1	gene-LOC105888536	1407	14695	yes	904	209	41	253
rna-XM_012814273.2	gene-LOC105888536	1407	12206	no	904	209	41	253
rna-XM_012814276.2	gene-LOC105888539	591	1430	yes	381	115	10	85
rna-XM_012814274.2	gene-sdc1	1095	7157	yes	712	185	20	178
rna-XM_031580649.1	gene-erg28	429	15204	no	277	68	13	71
rna-XM_031580648.1	gene-erg28	429	15204	yes	277	68	13	71
rna-XM_012814278.2	gene-erg28	429	15202	no	277	68	13	71
rna-XM_031580221.1	gene-LOC105888538	390	1034	yes	260	65	5	60
rna-XM_031580960.1	gene-LOC116223616	816	2795	yes	534	149	12	121
rna-XM_031580961.1	gene-LOC116223618	5610	9173	yes	3575	1057	119	859
rna-XM_031581637.1	gene-LOC116223762	1014	2522	yes	664	149	18	183
rna-XM_031581709.1	gene-LOC116223781	759	10895	yes	489	157	8	105
rna-XM_012823981.2	gene-zbtb1	2040	6310	yes	1324	394	27	295
rna-XM_031581617.1	gene-zbtb1	2040	5859	no	1324	394	27	295
rna-XM_031581616.1	gene-zbtb1	2040	5600	no	1324	394	27	295
rna-XM_031581618.1	gene-zbtb1	2040	5238	no	1324	394	27	295
rna-XM_031581615.1	gene-zbtb1	2040	5237	no	1324	394	27	295
rna-XM_012823824.2	gene-zbtb25	1377	2912	yes	885	241	16	235
rna-XM_031581619.1	gene-zbtb25	1377	2811	no	885	241	16	235
rna-XM_031581620.1	gene-zbtb25	1377	2487	no	885	241	16	235
rna-XM_031581703.1	gene-LOC116223780	1740	3166	yes	1107	361	19	253
rna-XM_031581577.1	gene-LOC105897087	2658	23154	no	1705	439	48	466
rna-XM_031581576.1	gene-LOC105897087	2724	23154	yes	1748	448	50	478
rna-XM_031581064.1	gene-kif26a	5877	85931	no	3758	1001	55	1063
rna-XM_031581063.1	gene-kif26a	5898	85931	yes	3772	1006	55	1065
rna-XM_031581065.1	gene-kif26a	4881	19779	no	3123	839	50	869
rna-XM_012823887.2	gene-tmem179	699	3707	yes	458	123	10	108
rna-XM_012823826.2	gene-LOC105896986	1077	3448	yes	706	195	24	152
rna-XM_012823964.2	gene-LOC105897091	1212	4858	no	769	219	16	208
rna-XM_012823966.2	gene-LOC105897091	1212	4858	no	769	219	16	208
rna-XM_031581206.1	gene-LOC105897091	1395	3775	yes	887	254	18	236
rna-XM_031581208.1	gene-LOC105897091	1212	3688	no	769	219	16	208
rna-XM_012823962.2	gene-ppp4r4	2616	33870	no	1636	521	35	424
rna-XM_012823961.2	gene-ppp4r4	2637	33870	yes	1650	521	35	431
rna-XM_031581666.1	gene-LOC105897074	1179	10430	yes	761	221	19	178
rna-XM_031581668.1	gene-LOC105897074	1074	10430	no	691	197	17	169
rna-XM_031581667.1	gene-LOC105897074	1074	10430	no	691	197	17	169
rna-XM_031581669.1	gene-LOC105897074	1074	10430	no	691	197	17	169
rna-XM_031582080.1	gene-LOC116223856	924	2147	yes	589	177	12	146
rna-XM_031581492.1	gene-LOC116223732	2265	12052	yes	1455	427	30	353
rna-XM_031581865.1	gene-LOC105897096	1770	6722	yes	1133	324	37	276
rna-XM_031582081.1	gene-LOC105896990	831	2769	yes	520	166	10	135
rna-XM_031581639.1	gene-prima1	474	38590	yes	304	79	5	86
rna-XM_012823891.2	gene-LOC105897046	228	1513	yes	148	35	5	40
rna-XM_031581870.1	gene-btbd7	3522	61754	yes	2276	526	27	693
rna-XM_012823956.2	gene-btbd7	3474	61753	no	2247	513	27	687
rna-XM_031581871.1	gene-LOC116223818	1092	1531	yes	706	252	32	102
rna-XM_031581546.1	gene-ubr7	1212	6152	no	783	249	5	175
rna-XM_031581545.1	gene-ubr7	1233	4827	yes	798	253	5	177
rna-XM_031581548.1	gene-tmem251	444	5595	yes	286	73	7	78
rna-XM_031581547.1	gene-tmem251	444	3634	no	286	73	7	78
rna-XM_012823879.2	gene-tmem251	444	3630	no	286	73	7	78
rna-XM_012823884.2	gene-itpk1	1227	23697	yes	786	225	33	183
