transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_011606662.2	gene-ctdnep1	738	5953	yes	461	150	18	109
rna-XM_003966908.3	gene-elp5	948	2153	yes	600	185	11	152
rna-XM_003966907.3	gene-phf23	960	4116	yes	625	181	15	139
rna-XM_003966881.3	gene-LOC101078918	948	5342	yes	627	160	15	146
rna-XM_029840124.1	gene-tnk1	2250	5050	no	1442	396	20	392
rna-XM_029840123.1	gene-tnk1	2250	4919	no	1442	396	20	392
rna-XM_029840121.1	gene-tnk1	2250	4919	no	1442	396	20	392
rna-XM_029840122.1	gene-tnk1	2250	4919	no	1442	396	20	392
rna-XM_029840125.1	gene-tnk1	2001	4608	no	1291	319	12	379
rna-XM_029840119.1	gene-tnk1	2385	4608	yes	1527	421	21	416
rna-XM_029840120.1	gene-tnk1	2370	4606	no	1520	415	21	414
rna-XM_003966905.3	gene-trmt44	1899	6571	yes	1216	356	25	302
rna-XM_003966904.2	gene-LOC101065068	1023	3104	yes	653	192	27	151
rna-XM_011606659.2	gene-LOC101064853	1989	4193	yes	1288	360	29	312
rna-XM_003966902.3	gene-LOC101064633	708	1715	yes	451	137	5	115
rna-XM_029840278.1	gene-LOC101064409	732	2100	yes	461	145	5	121
rna-XM_003966880.2	gene-LOC101078692	1287	2467	yes	836	222	25	204
rna-XM_029839547.1	gene-dok7	2439	15600	no	1547	436	22	434
rna-XM_011606646.2	gene-dok7	2451	15600	yes	1555	438	22	436
rna-XM_029839549.1	gene-dok7	2022	15598	no	1284	360	19	359
rna-NM_001044372.1	gene-dok7	1509	8643	no	960	265	13	271
rna-XM_029840274.1	gene-hgfac	1818	7945	yes	1164	328	27	299
rna-XM_029840277.1	gene-hgfac	1503	7691	no	961	272	24	246
rna-XM_029840276.1	gene-hgfac	1671	7691	no	1068	306	26	271
rna-XM_029840275.1	gene-hgfac	1707	7691	no	1092	308	26	281
rna-XM_011606654.2	gene-LOC101063955	4164	24495	yes	2654	776	46	688
rna-XM_011606656.2	gene-LOC101063955	2331	18386	no	1481	428	20	402
rna-XM_011606655.2	gene-LOC101063955	2355	13215	no	1497	434	20	404
rna-XM_003966898.3	gene-msantd1	834	2676	yes	540	170	8	116
rna-XM_029839927.1	gene-LOC101078468	2295	12861	yes	1489	314	32	460
rna-XM_029839928.1	gene-LOC101078468	2295	12570	no	1489	314	32	460
rna-XM_011606653.2	gene-LOC101078468	2295	9217	no	1489	314	32	460
rna-XM_003966878.3	gene-LOC101078242	1506	5263	yes	969	276	24	237
rna-XM_011606651.2	gene-LOC101078017	2268	8624	no	1472	425	28	343
rna-XM_011606648.2	gene-LOC101078017	2307	8623	yes	1497	433	28	349
rna-XM_011606649.2	gene-LOC101078017	2307	8623	no	1497	433	28	349
rna-XM_029840812.1	gene-LOC101063284	1035	3254	no	668	203	15	149
rna-XM_029840815.1	gene-LOC101063284	1005	3205	no	649	193	15	148
rna-XM_003966897.3	gene-LOC101063284	1005	3183	no	649	193	15	148
rna-XM_029840813.1	gene-LOC101063284	1020	3183	no	661	196	15	148
rna-XM_029840811.1	gene-LOC101063284	1038	3177	no	673	196	15	154
rna-XM_029840810.1	gene-LOC101063284	1038	3177	yes	673	196	15	154
rna-XM_029840814.1	gene-LOC101063284	1005	3177	no	649	193	15	148
rna-XM_029840816.1	gene-LOC101063284	918	2341	no	598	166	15	139
rna-XM_029840817.1	gene-cldnd1	621	3574	no	406	105	5	105
rna-XM_003966877.3	gene-cldnd1	759	3560	yes	488	131	7	133
rna-XM_029840912.1	gene-LOC115250793	882	8308	yes	570	136	21	155
rna-XM_029841115.1	gene-LOC115250856	1626	2141	yes	1078	101	1	446
rna-XM_029841116.1	gene-LOC115250857	1854	4265	yes	1229	133	3	489
rna-XM_029841117.1	gene-LOC115250859	3516	15357	yes	2341	224	15	936
rna-XM_029841118.1	gene-LOC115250860	1524	4654	yes	981	280	18	245
rna-XM_003976007.3	gene-LOC101073095	507	1667	yes	322	84	9	92
rna-XM_011616893.2	gene-LOC105418193	2856	6070	yes	1824	489	21	522
rna-XM_029839886.1	gene-LOC105418192	1497	3513	yes	959	277	22	239
rna-XM_003976009.3	gene-mfsd8	1527	3581	yes	992	237	45	253
rna-XM_011616889.2	gene-LOC101073322	1614	5320	yes	1036	351	14	213
rna-XM_011616890.2	gene-LOC101073322	1278	5320	no	820	279	11	168
rna-XM_029839887.1	gene-LOC101072877	735	13055	no	469	123	10	133
rna-XM_003976006.3	gene-LOC101072877	930	13055	yes	590	156	13	171
rna-XM_011616888.2	gene-LOC101072655	594	1881	yes	388	100	18	88
rna-XM_003976005.3	gene-LOC101072655	585	1881	no	382	100	18	85
rna-XM_029841098.1	gene-LOC101072423	885	22930	yes	569	158	10	148
rna-XM_029841099.1	gene-LOC101072423	879	22930	no	565	157	10	147
rna-XM_029841100.1	gene-LOC101072423	876	22929	no	561	152	7	156
rna-XM_029841101.1	gene-LOC101072423	870	22928	no	557	151	7	155
rna-XM_029841102.1	gene-LOC101072423	585	20588	no	378	104	6	97
rna-XM_029841103.1	gene-LOC101072423	585	20569	no	378	104	6	97
rna-XM_029841104.1	gene-LOC101072423	585	20563	no	378	104	6	97
rna-XM_029839535.1	gene-dmrta1	1209	17963	yes	776	202	10	221
rna-XM_029839536.1	gene-dmrta1	1209	17963	no	776	202	10	221
rna-NM_001037948.1	gene-dmrta1	1209	1388	no	776	202	10	221
rna-XM_003976003.3	gene-LOC101072202	399	1061	yes	262	83	6	48
rna-XM_029841119.1	gene-LOC115250861	942	1744	yes	604	162	8	168
rna-XM_029840499.1	gene-LOC101079826	1167	13281	no	756	199	23	189
rna-XM_029840497.1	gene-LOC101079826	1170	13262	yes	758	200	23	189
rna-XM_029840500.1	gene-LOC101079826	1167	11868	no	756	199	23	189
rna-XM_029840498.1	gene-LOC101079826	1170	11868	no	758	200	23	189
rna-XM_003966963.3	gene-LOC101079826	1083	11858	no	701	189	22	171
rna-XM_029840501.1	gene-LOC101079826	1131	7150	no	733	193	23	182
rna-XM_029840502.1	gene-LOC101079826	678	6472	no	438	115	13	112
rna-XM_029840503.1	gene-LOC101079826	678	6450	no	438	115	13	112
rna-XM_011606760.2	gene-caap1	882	2095	yes	559	183	11	129
rna-XM_029839925.1	gene-LOC105419460	6684	88693	no	4290	1123	105	1166
rna-XM_029839923.1	gene-LOC105419460	6699	88693	yes	4295	1127	105	1172
rna-XM_029839924.1	gene-LOC105419460	6696	88692	no	4297	1123	105	1171
rna-XM_029839921.1	gene-LOC105419460	6699	88692	no	4299	1124	105	1171
rna-XM_029839922.1	gene-LOC105419460	6699	72447	no	4299	1124	105	1171
rna-XM_029839926.1	gene-LOC105419460	6570	80906	no	4221	1083	107	1159
rna-XM_029841120.1	gene-LOC115250863	552	882	yes	366	91	0	95
rna-XM_029840929.1	gene-LOC101078919	4650	126631	no	3018	793	76	763
rna-XM_029840921.1	gene-LOC101078919	4689	126630	no	3041	803	76	769
rna-XM_029840944.1	gene-LOC101078919	4587	126630	no	2977	779	75	756
rna-XM_029840928.1	gene-LOC101078919	4653	126630	no	3018	796	76	763
rna-XM_029840926.1	gene-LOC101078919	4668	126630	no	3028	800	75	765
rna-XM_029840924.1	gene-LOC101078919	4677	126630	no	3034	800	75	768
rna-XM_029840923.1	gene-LOC101078919	4680	126630	no	3035	803	76	766
rna-XM_029840927.1	gene-LOC101078919	4662	126630	no	3023	796	75	768
rna-XM_029840930.1	gene-LOC101078919	4563	126630	no	2958	784	75	746
rna-XM_029840925.1	gene-LOC101078919	4671	126630	no	3030	798	76	767
rna-XM_029840919.1	gene-LOC101078919	4689	126630	yes	3041	803	76	769
rna-XM_029840941.1	gene-LOC101078919	4443	126629	no	2883	755	74	731
rna-XM_029840940.1	gene-LOC101078919	4482	126629	no	2906	765	74	737
rna-XM_029840943.1	gene-LOC101078919	4626	126629	no	3000	789	75	762
rna-XM_029840938.1	gene-LOC101078919	4458	126629	no	2893	759	73	733
rna-XM_029840942.1	gene-LOC101078919	4641	126629	no	3010	793	74	764
rna-XM_029840937.1	gene-LOC101078919	4524	126629	no	2934	776	74	740
rna-XM_029840936.1	gene-LOC101078919	4542	126629	no	2945	781	74	742
rna-XM_029840934.1	gene-LOC101078919	4479	126629	no	2906	762	74	737
rna-XM_029840933.1	gene-LOC101078919	4518	126629	no	2929	772	74	743
rna-XM_029840932.1	gene-LOC101078919	4545	126629	no	2947	779	75	744
rna-XM_029840922.1	gene-LOC101078919	4689	91209	no	3041	803	76	769
rna-XM_029840935.1	gene-LOC101078919	3831	124408	no	2493	633	68	637
rna-XM_029840939.1	gene-LOC101078919	3684	124407	no	2397	611	66	610
rna-XM_029840945.1	gene-mpdz	6006	20710	yes	3849	978	101	1078
rna-XM_003978919.3	gene-LOC101078285	897	2526	yes	570	163	6	158
rna-XM_029840469.1	gene-tyrp1	1566	3112	yes	1021	265	18	262
rna-XM_029840574.1	gene-ptprd	5865	185459	yes	3807	982	103	973
rna-XM_029840580.1	gene-ptprd	5853	185459	no	3799	979	103	972
rna-XM_029840577.1	gene-ptprd	5862	185459	no	3805	982	103	972
rna-XM_029840581.1	gene-ptprd	5853	185459	no	3801	978	103	971
rna-XM_029840582.1	gene-ptprd	5847	185459	no	3796	980	102	969
rna-XM_029840586.1	gene-ptprd	5835	185459	no	3790	976	102	967
rna-XM_029840579.1	gene-ptprd	5856	185459	no	3801	980	103	972
rna-XM_029840584.1	gene-ptprd	5844	185459	no	3795	976	103	970
rna-XM_029840585.1	gene-ptprd	5838	185459	no	3790	978	102	968
rna-XM_029840587.1	gene-ptprd	5826	185459	no	3784	974	102	966
rna-XM_029840588.1	gene-ptprd	5823	185458	no	3780	974	103	966
rna-XM_029840592.1	gene-ptprd	5811	185458	no	3772	971	103	965
rna-XM_029840590.1	gene-ptprd	5820	185458	no	3778	974	103	965
rna-XM_029840593.1	gene-ptprd	5808	185458	no	3770	971	103	964
rna-XM_029840595.1	gene-ptprd	5559	185458	no	3608	934	98	919
rna-XM_029840576.1	gene-ptprd	5862	185458	no	3805	982	103	972
rna-XM_029840578.1	gene-ptprd	5859	185458	no	3803	982	103	971
rna-XM_029840594.1	gene-ptprd	5805	185458	no	3768	971	103	963
rna-XM_029840583.1	gene-ptprd	5844	185458	no	3794	980	102	968
rna-XM_029840596.1	gene-ptprd	5547	185458	no	3600	932	98	917
rna-XM_029840597.1	gene-ptprd	5535	185458	no	3594	928	98	915
rna-XM_029840589.1	gene-ptprd	5823	185458	no	3782	974	102	965
rna-XM_029840613.1	gene-ptprd	5769	185458	no	3747	963	102	957
rna-XM_029840591.1	gene-ptprd	5820	185458	no	3780	974	102	964
rna-XM_029840610.1	gene-ptprd	5778	185458	no	3753	966	102	957
rna-XM_029840612.1	gene-ptprd	5766	185458	no	3745	963	102	956
rna-XM_029840598.1	gene-ptprd	5517	185458	no	3583	926	97	911
rna-XM_029840614.1	gene-ptprd	5463	185458	no	3548	915	97	903
rna-XM_029840599.1	gene-ptprd	4632	185457	no	2996	797	81	758
rna-XM_029840600.1	gene-ptprd	4629	185457	no	2993	798	81	757
rna-XM_029840604.1	gene-ptprd	4575	185456	no	2958	787	81	749
rna-XM_029840601.1	gene-ptprd	4626	185456	no	2991	798	81	756
rna-XM_029840602.1	gene-ptprd	4584	185456	no	2964	790	81	749
rna-XM_029840606.1	gene-ptprd	4572	185456	no	2956	787	81	748
rna-XM_029840608.1	gene-ptprd	4557	185456	no	2948	784	80	745
rna-XM_029840603.1	gene-ptprd	4584	185456	no	2966	789	80	749
rna-XM_029840605.1	gene-ptprd	4575	185456	no	2958	788	81	748
rna-XM_029840607.1	gene-ptprd	4557	185456	no	2947	786	80	744
rna-XM_029840609.1	gene-ptprd	4545	185456	no	2941	782	80	742
rna-XM_029840575.1	gene-ptprd	5865	77654	no	3807	982	103	973
rna-XM_011606774.2	gene-LOC101066199	2898	18354	no	1848	554	26	470
rna-XM_029840279.1	gene-LOC101066199	3045	18352	yes	1939	585	27	494
rna-XM_029840280.1	gene-LOC101066199	3045	18352	no	1939	585	27	494
rna-XM_029840281.1	gene-LOC101066199	3045	14995	no	1939	585	27	494
rna-XM_003966985.3	gene-LOC101065976	801	4767	yes	527	138	5	131
rna-XM_011606773.2	gene-synpo2	4383	12856	no	2886	716	20	761
rna-XM_029839952.1	gene-synpo2	4608	10395	yes	3052	740	25	791
rna-XM_003966968.3	gene-sec24d	3099	8344	yes	2023	507	29	540
rna-XM_029839954.1	gene-sec24d	3099	7201	no	2023	507	29	540
rna-XM_029839953.1	gene-sec24d	3099	7201	no	2023	507	29	540
rna-XM_029840414.1	gene-kcnip4	807	51993	no	527	149	11	120
rna-XM_029840413.1	gene-kcnip4	819	51988	yes	535	152	11	121
rna-XM_029840417.1	gene-kcnip4	675	38023	no	440	141	11	83
rna-XM_029840416.1	gene-kcnip4	699	19192	no	457	139	11	92
rna-XM_029840415.1	gene-kcnip4	702	12685	no	459	136	14	93
rna-XM_029840142.1	gene-adgra3	4005	16817	yes	2576	679	51	699
rna-XM_003966982.3	gene-LOC101065295	1395	2593	yes	910	232	12	241
rna-XM_029840804.1	gene-LOC101065295	1353	2579	no	880	228	11	234
rna-XM_011606771.2	gene-LOC101065295	1353	2573	no	880	228	11	234
rna-XM_029839965.1	gene-ppargc1a	3042	207085	no	1938	522	16	566
rna-XM_029839957.1	gene-ppargc1a	3936	207085	no	2510	680	20	726
rna-XM_029839963.1	gene-ppargc1a	3045	207085	no	1940	523	16	566
rna-XM_029839962.1	gene-ppargc1a	3228	207085	no	2059	553	17	599
rna-XM_029839956.1	gene-ppargc1a	3939	207085	yes	2512	681	20	726
rna-XM_029839960.1	gene-ppargc1a	3918	31143	no	2501	696	20	701
rna-XM_029839959.1	gene-ppargc1a	3921	31143	no	2503	697	20	701
rna-XM_029839966.1	gene-ppargc1a	3027	31130	no	1931	539	16	541
rna-XM_029839961.1	gene-ppargc1a	3699	30715	no	2356	654	19	670
rna-XM_029840009.1	gene-LOC101064854	1848	8089	no	1166	325	13	344
rna-XM_029840008.1	gene-LOC101064854	1881	8089	yes	1187	329	13	352
rna-XM_029840011.1	gene-LOC101064854	1578	8088	no	991	290	10	287
rna-XM_029840010.1	gene-LOC101064854	1611	8088	no	1012	294	10	295
rna-NM_001078621.1	gene-lgi2	1614	2480	yes	1045	300	34	235
rna-XM_003966979.3	gene-sepsecs	1479	3942	yes	928	257	25	269
rna-XM_011606770.2	gene-sepsecs	1479	3804	no	928	257	25	269
rna-XM_029840003.1	gene-slc24a2	1908	23965	yes	1234	295	46	333
rna-XM_029840004.1	gene-slc24a2	1857	21783	no	1201	284	46	326
rna-XM_029840006.1	gene-slc24a2	1809	21782	no	1170	275	46	318
rna-XM_011606785.2	gene-slc24a2	1833	21782	no	1185	278	46	324
rna-XM_029840005.1	gene-slc24a2	1842	21782	no	1191	281	46	324
rna-XM_029840007.1	gene-slc24a2	1794	21780	no	1160	272	46	316
rna-XM_029840002.1	gene-slc24a2	1908	17800	no	1234	295	46	333
rna-XM_003966966.3	gene-rpl34	354	1352	yes	224	62	6	62
rna-XM_003966965.3	gene-ostc	450	1137	yes	296	67	13	74
rna-XM_003966977.3	gene-etnppl	1494	4829	yes	955	257	23	259
rna-XM_029840000.1	gene-col25a1	1761	22551	yes	1131	233	11	386
rna-XM_029840001.1	gene-col25a1	1713	21026	no	1088	257	15	353
rna-XM_029840068.1	gene-LOC115250657	360	685	yes	228	61	2	69
rna-XM_003966975.3	gene-larp7	1563	2724	no	992	300	14	257
rna-XM_029840021.1	gene-larp7	1578	2724	yes	1001	305	14	258
rna-XM_029841121.1	gene-adamtsl1	4383	11541	yes	2789	764	22	808
rna-XM_011606768.2	gene-plin2	1236	2021	yes	768	201	11	256
rna-XM_029840036.1	gene-plin2	1233	2013	no	766	200	11	256
rna-XM_029839550.1	gene-LOC101063062	726	1755	yes	461	127	10	128
rna-XM_029839551.1	gene-dennd4c	5601	16038	yes	3571	974	62	994
rna-XM_011606767.2	gene-haus6	2160	3947	yes	1361	393	14	392
rna-XM_003966964.3	gene-plaa	2391	3806	yes	1543	400	32	416
rna-XM_003966970.3	gene-zdhhc21	798	3306	yes	518	138	5	137
rna-XM_029840055.1	gene-zdhhc21	798	3290	no	518	138	5	137
rna-XM_029840054.1	gene-zdhhc21	798	3107	no	518	138	5	137
rna-XM_029840013.1	gene-nfib	1692	35272	no	1099	275	19	299
rna-XM_029840015.1	gene-nfib	1659	34482	no	1077	269	20	293
rna-XM_029840012.1	gene-nfib	1716	34481	yes	1115	278	20	303
rna-XM_029840016.1	gene-nfib	1608	34176	no	1046	262	16	284
rna-XM_029840014.1	gene-nfib	1677	34176	no	1090	273	20	294
rna-XM_029840017.1	gene-nfib	1569	34176	no	1021	257	16	275
rna-XM_029839553.1	gene-LOC101073266	1029	39410	yes	661	190	14	164
rna-XM_011619976.2	gene-LOC105418882	1143	5039	yes	746	126	6	265
rna-XM_011619978.2	gene-LOC105418882	1119	5039	no	731	125	6	257
rna-XM_011619977.2	gene-LOC105418882	1122	5039	no	732	126	6	258
rna-XM_011619979.2	gene-LOC105418882	1098	5039	no	717	125	6	250
rna-XM_003978615.3	gene-LOC101070561	579	2078	yes	356	116	4	103
rna-XM_029839968.1	gene-spag17	5979	11470	yes	3793	1051	42	1093
rna-XM_029839972.1	gene-spag17	5904	11470	no	3748	1034	42	1080
rna-XM_029839971.1	gene-spag17	5913	11470	no	3749	1044	42	1078
rna-XM_029839973.1	gene-spag17	5877	11470	no	3727	1036	42	1072
rna-XM_029839969.1	gene-spag17	5973	11470	no	3789	1050	42	1092
rna-XM_011619974.2	gene-LOC101072820	786	2525	no	499	147	6	134
rna-XM_011619973.2	gene-LOC101072820	789	2525	yes	501	147	6	135
rna-XM_029840056.1	gene-LOC101072820	789	2392	no	501	147	6	135
rna-XM_011619971.2	gene-LOC105418880	735	2724	yes	467	122	12	134
rna-XM_011619972.2	gene-LOC105418880	678	2720	no	432	104	11	131
rna-XM_029840045.1	gene-LOC101070329	1056	9950	yes	686	214	18	138
rna-XM_029840050.1	gene-LOC101069801	828	2849	yes	518	200	10	100
rna-XM_011619970.2	gene-LOC101069801	759	2846	no	477	183	9	90
rna-XM_003978622.3	gene-LOC101072597	1656	3852	yes	1055	310	22	269
rna-XM_029839981.1	gene-LOC101072371	3225	8419	yes	2058	574	54	539
rna-XM_003978621.3	gene-LOC101072371	3159	7647	no	2017	565	54	523
rna-XM_003978610.3	gene-LOC101069572	669	4064	yes	431	138	16	84
rna-XM_029839983.1	gene-LOC101072152	3111	11376	no	1993	627	55	436
rna-XM_029839984.1	gene-LOC101072152	3006	11376	no	1924	606	56	420
rna-XM_029839982.1	gene-LOC101072152	3213	11376	yes	2056	650	57	450
rna-XM_003978620.3	gene-LOC101071928	996	4431	no	626	190	9	171
rna-XM_029840040.1	gene-LOC101071928	1059	4431	no	667	209	9	174
rna-XM_029840039.1	gene-LOC101071928	1062	4431	yes	669	210	9	174
rna-XM_029840041.1	gene-LOC101071928	996	4431	no	626	190	9	171
rna-XM_029840042.1	gene-LOC101071928	996	3799	no	626	190	9	171
rna-XM_003978609.3	gene-LOC101069338	1008	5639	yes	645	181	15	167
rna-XM_029839995.1	gene-LOC105418883	2319	3897	yes	1469	481	21	348
rna-XM_029839997.1	gene-LOC105418883	2289	3897	no	1449	475	21	344
rna-XM_029839998.1	gene-LOC105418883	2052	2918	no	1304	423	20	305
rna-XM_011619968.2	gene-LOC101071705	861	6060	no	562	163	14	122
rna-XM_029840049.1	gene-LOC101071705	867	6043	yes	567	160	12	128
rna-XM_003978608.3	gene-LOC101069109	606	3478	yes	397	135	1	73
rna-XM_029839974.1	gene-LOC101071482	3627	11623	yes	2301	673	33	620
rna-XM_029840064.1	gene-LOC101070107	708	1822	yes	465	118	11	114
rna-XM_029840057.1	gene-LOC101077981	750	3311	yes	478	149	14	109
rna-XM_029840059.1	gene-LOC101077981	648	2196	no	417	129	8	94
rna-XM_029840058.1	gene-LOC101077981	648	2101	no	417	129	8	94
rna-XM_029840061.1	gene-LOC101077981	648	2021	no	417	129	8	94
rna-XM_029839992.1	gene-tfr2	2343	5936	yes	1489	418	26	410
rna-XM_029839993.1	gene-tfr2	2343	5835	no	1489	418	26	410
rna-XM_029839994.1	gene-tfr2	2343	5238	no	1489	418	26	410
rna-XM_029839999.1	gene-LOC101070789	2280	10696	yes	1453	430	44	353
rna-XM_011616822.2	gene-LOC101079553	1305	4546	no	828	220	10	247
rna-XM_011616821.2	gene-LOC101079553	1305	4546	yes	828	220	10	247
rna-XM_011616823.2	gene-LOC101079553	1305	4546	no	828	220	10	247
rna-XM_029840031.1	gene-LOC101079553	1302	4544	no	826	219	10	247
rna-XM_029840063.1	gene-psmb6	735	1975	yes	468	125	14	128
rna-XM_003975956.3	gene-psmb6	699	1974	no	446	120	14	119
rna-XM_029839985.1	gene-LOC101074460	2973	13798	yes	1911	485	32	545
rna-XM_029839986.1	gene-LOC101074460	2970	13798	no	1909	484	32	545
rna-XM_029840022.1	gene-kcnab3	1533	9407	yes	992	265	15	261
rna-XM_029840024.1	gene-kcnab3	1464	9407	no	944	252	15	253
rna-XM_029840023.1	gene-kcnab3	1491	9407	no	965	258	15	253
rna-XM_029840026.1	gene-kcnab3	1422	9407	no	917	245	15	245
rna-XM_029840025.1	gene-kcnab3	1452	9407	no	938	256	15	243
rna-XM_029840027.1	gene-kcnab3	1341	9406	no	863	236	15	227
rna-XM_003975955.3	gene-slc25a11	915	3296	yes	593	137	16	169
rna-XM_029840029.1	gene-eno3	1305	7561	no	850	225	31	199
rna-XM_029840030.1	gene-eno3	1305	7483	no	850	225	31	199
rna-XM_029840028.1	gene-eno3	1338	6003	yes	872	230	31	205
rna-XM_003975943.3	gene-trappc1	501	1432	yes	322	101	7	71
rna-XM_011616819.2	gene-trappc1	438	1293	no	279	94	7	58
rna-XM_011616820.2	gene-trappc1	438	1068	no	279	94	7	58
rna-NM_001032735.1	gene-cnp-2	393	1733	yes	245	62	7	79
rna-XM_003975942.3	gene-LOC101075933	201	2277	yes	132	31	5	33
rna-XM_029840033.1	gene-LOC115250651	1278	3354	no	816	222	12	228
rna-XM_029840032.1	gene-LOC115250651	1290	3350	yes	823	223	12	232
rna-XM_029839987.1	gene-LOC101078426	2805	8905	yes	1788	506	27	484
rna-XM_029839989.1	gene-LOC101078426	2055	7832	no	1296	401	20	338
rna-XM_029840044.1	gene-ift46	1059	5365	no	662	223	11	163
rna-XM_029840043.1	gene-ift46	1059	5366	yes	662	223	11	163
rna-XM_029839991.1	gene-LOC101078201	2349	5048	no	1480	415	18	436
rna-XM_029839990.1	gene-LOC101078201	2451	4428	yes	1536	442	18	455
rna-XM_029840051.1	gene-LOC101077977	819	2232	yes	536	145	9	129
rna-XM_029840052.1	gene-LOC101077977	675	2076	no	442	116	8	109
rna-XM_003975950.3	gene-LOC101077748	660	1841	yes	420	121	9	110
rna-XM_029840066.1	gene-LOC101077748	660	1841	no	420	121	9	110
rna-NM_001099605.1	gene-plod3	2181	4770	yes	1400	426	32	323
rna-XM_029839557.1	gene-cfi	2352	5005	yes	1515	423	24	390
rna-XM_011620409.2	gene-LOC101075057	744	2139	yes	468	134	6	136
rna-XM_011620410.2	gene-LOC101075057	738	2128	no	464	133	6	135
rna-XM_029840069.1	gene-LOC115250658	345	1608	yes	219	67	4	55
rna-XM_029840070.1	gene-LOC115250658	339	1597	no	215	66	4	54
rna-XM_029840048.1	gene-LOC115250654	870	7828	yes	540	174	8	148
rna-XM_029840037.1	gene-LOC101062959	1146	6679	yes	742	191	19	194
rna-XM_029840038.1	gene-LOC101062959	1146	4855	no	742	191	19	194
rna-XM_003979785.3	gene-LOC101062959	1146	4706	no	742	191	19	194
rna-XM_011621441.2	gene-LOC101062959	1146	4064	no	742	191	19	194
rna-XM_011621440.2	gene-LOC101062959	1146	3416	no	742	191	19	194
rna-XM_029840019.1	gene-LOC101072153	1611	5709	yes	1026	294	19	272
rna-XM_029840018.1	gene-LOC101072153	1611	3740	no	1026	294	19	272
rna-XM_029839975.1	gene-ccdc171	3273	9006	yes	2006	722	14	531
rna-XM_029839978.1	gene-ccdc171	3270	9006	no	2004	721	14	531
rna-XM_029839979.1	gene-ccdc171	2601	6300	no	1590	585	11	415
rna-XM_029839976.1	gene-ccdc171	3273	8967	no	2006	722	14	531
rna-XM_029839977.1	gene-ccdc171	3273	8890	no	2006	722	14	531
rna-XM_029840071.1	gene-LOC105419618	330	1681	yes	212	69	1	48
rna-XM_029840067.1	gene-LOC115250656	582	3350	yes	374	112	5	91
rna-XM_029840046.1	gene-LOC105418912	999	5636	yes	624	206	9	160
rna-XM_029840065.1	gene-LOC115250655	708	2507	yes	464	119	11	114
rna-XM_029840062.1	gene-LOC101070334	750	3286	yes	484	147	13	106
rna-XM_011620742.2	gene-LOC105419278	942	2275	yes	614	168	19	141
rna-XM_011617904.2	gene-tlr2	2433	4625	yes	1516	486	28	403
rna-XM_003976870.3	gene-tlr2	2433	4029	no	1516	486	28	403
rna-XM_011617902.2	gene-fgb	1476	2682	yes	960	271	18	227
rna-XM_029840790.1	gene-LOC101068331	720	6201	yes	468	111	6	135
rna-XM_029840485.1	gene-LOC101061235	276	1654	yes	186	43	3	44
rna-XM_029840482.1	gene-LOC101062214	1281	12429	no	803	192	18	268
rna-XM_029840484.1	gene-LOC101062214	1254	12427	no	788	188	21	257
rna-XM_029840483.1	gene-LOC101062214	1266	12426	no	796	189	24	257
rna-XM_029840480.1	gene-LOC101062214	1476	12425	yes	927	219	24	306
rna-XM_029840481.1	gene-LOC101062214	1476	12306	no	927	219	24	306
rna-XM_011618404.2	gene-LOC101062440	1347	7924	yes	868	247	17	215
rna-XM_011618405.2	gene-LOC101062440	1335	7651	no	862	245	17	211
rna-XM_029839558.1	gene-LOC115250587	870	4512	yes	543	182	8	137
rna-XM_029841045.1	gene-LOC115250832	1329	2474	yes	867	203	13	246
rna-XM_029839512.1	gene-cyp17a2	1434	4311	no	909	239	17	269
rna-NM_001105221.1	gene-cyp17a2	1602	3683	yes	1015	270	19	298
rna-XM_029839564.1	gene-LOC115250590	2310	6731	yes	1481	376	18	435
rna-XM_029839566.1	gene-LOC115250590	2310	6292	no	1481	376	18	435
rna-XM_029839567.1	gene-LOC105418351	1422	9481	yes	909	253	30	230
rna-XM_029839569.1	gene-LOC105419947	1209	26776	yes	803	167	5	234
rna-XM_029839568.1	gene-LOC105419947	1209	25099	no	803	167	5	234
rna-XM_029839570.1	gene-LOC105419947	1209	25099	no	800	169	6	234
rna-XM_029839563.1	gene-LOC101063171	3903	5248	no	2486	707	31	679
rna-XM_011617719.2	gene-LOC101063171	3906	5247	yes	2487	709	31	679
rna-XM_029840916.1	gene-LOC101062945	2076	7716	no	1348	364	38	326
rna-XM_029840915.1	gene-LOC101062945	2148	7716	yes	1395	378	39	336
rna-XM_029841367.1	gene-utp4	755	1287	yes	474	129	7	143
rna-XM_003975990.3	gene-LOC101068552	510	1796	yes	321	94	3	92
rna-XM_029841841.1	gene-zc3h18	3408	11170	no	2157	655	29	567
rna-XM_029841843.1	gene-zc3h18	3405	11170	no	2155	654	29	567
rna-XM_029841844.1	gene-zc3h18	3405	11170	no	2156	653	29	567
rna-XM_029841846.1	gene-zc3h18	3291	11170	no	2086	633	29	543
rna-XM_029841845.1	gene-zc3h18	3405	11170	no	2155	655	29	566
rna-XM_029841840.1	gene-zc3h18	3408	11170	yes	2157	655	29	567
rna-XM_029841842.1	gene-zc3h18	3408	10811	no	2157	655	29	567
rna-XM_003975992.3	gene-ska1	744	2226	yes	474	156	6	108
rna-XM_029842028.1	gene-LOC101069238	1797	3284	yes	1152	325	18	302
rna-XM_029841274.1	gene-LOC101069468	5010	17075	yes	3219	858	88	845
