transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_023962940.1	gene-micu1	1470	36080	no	948	280	20	222
rna-XM_023962941.1	gene-micu1	1464	36080	no	944	279	20	221
rna-XM_023962942.1	gene-micu1	1458	36080	no	939	277	20	222
rna-XM_023962943.1	gene-micu1	1452	36080	no	935	276	20	221
rna-XM_020709699.2	gene-LOC101162948	2868	6233	no	1897	441	5	525
rna-XM_020709698.2	gene-LOC101162948	2946	6233	no	1949	451	5	541
rna-XM_011484667.3	gene-LOC101162948	2421	6233	no	1599	382	5	435
rna-XM_020709700.2	gene-LOC101162948	2706	6233	no	1789	417	5	495
rna-XM_011484665.3	gene-LOC101162948	2955	6233	yes	1955	453	5	542
rna-XM_011484666.3	gene-LOC101162948	2757	5557	no	1824	417	2	514
rna-XM_004077457.3	gene-mrps6	339	3009	yes	210	66	2	61
rna-XM_023963582.1	gene-psap	1605	7192	yes	1051	279	23	252
rna-XM_023963583.1	gene-psap	1599	7192	no	1047	277	23	252
rna-XM_023963584.1	gene-slc29a3	1413	5635	yes	913	210	24	266
rna-XM_023963580.1	gene-unc5b	2805	67277	no	1791	484	31	499
rna-XM_023963579.1	gene-unc5b	2838	67277	yes	1813	491	33	501
rna-XM_023963581.1	gene-unc5b	2310	61190	no	1483	388	23	416
rna-XM_011484670.3	gene-LOC105355825	381	5085	yes	242	81	0	58
rna-XM_020709728.1	gene-LOC101163926	9138	52093	no	5892	1734	97	1415
rna-XM_020709719.2	gene-LOC101163926	9381	52093	yes	6050	1760	97	1474
rna-XM_020709727.1	gene-LOC101163926	9141	52092	no	5903	1714	96	1428
rna-XM_020709726.2	gene-LOC101163926	9174	52092	no	5923	1722	96	1433
rna-XM_020709724.1	gene-LOC101163926	9234	52092	no	5960	1732	97	1445
rna-XM_020709725.1	gene-LOC101163926	9228	52092	no	5956	1732	95	1445
rna-XM_020709723.1	gene-LOC101163926	9321	52092	no	6013	1750	96	1462
rna-XM_020709721.1	gene-LOC101163926	9372	52092	no	6043	1760	97	1472
rna-XM_020709731.2	gene-LOC101163926	9336	52091	no	6021	1752	97	1466
rna-XM_020709722.1	gene-LOC101163926	9345	52091	no	6028	1752	97	1468
rna-XM_020709730.2	gene-LOC101163926	9072	52091	no	5859	1704	95	1414
rna-XM_020709729.1	gene-LOC101163926	9081	52091	no	5866	1704	95	1416
rna-XM_020709720.1	gene-LOC101163926	9372	51236	no	6042	1756	96	1478
rna-XM_004077458.4	gene-nsmce4a	1011	7045	yes	640	208	16	147
rna-XM_004077542.4	gene-LOC101164427	1686	1709	yes	1037	407	12	230
rna-XM_011484681.3	gene-LOC101163600	912	4033	yes	584	125	12	191
rna-XM_020709732.2	gene-LOC101164671	2529	21336	yes	1636	469	42	382
rna-XM_011484682.3	gene-LOC101164671	2508	21335	no	1620	464	42	382
rna-XM_011484684.3	gene-LOC101164671	2466	21334	no	1595	453	42	376
rna-XM_004077460.4	gene-mrpl14	447	1460	yes	288	71	10	78
rna-XM_004077461.3	gene-mrpl14	447	1383	no	288	71	10	78
rna-XM_023963616.1	gene-LOC101163842	2115	15892	yes	1373	410	32	300
rna-XM_023963610.1	gene-LOC101164919	2103	8368	yes	1360	399	39	305
rna-XM_011484687.3	gene-LOC101165172	2103	10019	yes	1364	395	38	306
rna-XM_004077462.4	gene-LOC101164501	480	1600	yes	308	100	9	63
rna-XM_023963245.1	gene-rrbp1	3378	12758	no	2166	608	21	583
rna-XM_023963244.1	gene-rrbp1	3378	12758	no	2166	608	21	583
rna-XM_023963246.1	gene-rrbp1	3375	12758	no	2164	607	21	583
rna-XM_023963247.1	gene-rrbp1	3300	12758	no	2117	591	20	572
rna-XM_023963243.1	gene-rrbp1	3378	12758	yes	2166	608	21	583
rna-XM_004077463.4	gene-snx5	1197	7459	yes	761	265	13	158
rna-XM_004077464.3	gene-mgme1	1041	5396	yes	673	186	12	170
rna-XM_023963248.1	gene-mgme1	945	5156	no	610	167	12	156
rna-XM_011484688.3	gene-LOC101165666	831	3256	yes	540	156	16	119
rna-XM_004077465.4	gene-LOC101165252	387	1849	yes	256	66	6	59
rna-XM_004077466.4	gene-LOC101165499	384	1576	no	250	68	8	58
rna-XM_011484690.3	gene-LOC101165499	387	1573	yes	252	69	8	58
rna-XM_023962987.1	gene-LOC101165755	453	1116	yes	292	84	7	70
rna-XM_004077468.3	gene-LOC101165999	438	3512	yes	283	81	6	68
rna-XM_004077470.3	gene-LOC101166492	390	1246	yes	256	73	4	57
rna-XM_004077471.2	gene-LOC101166737	390	908	yes	257	73	4	56
rna-XM_011484692.3	gene-LOC105355827	390	2494	yes	255	71	4	60
rna-XM_011484693.3	gene-LOC101167477	381	2000	yes	249	71	4	57
rna-XM_004077472.4	gene-LOC101166982	1407	5075	yes	913	253	27	214
rna-XM_020709739.2	gene-LOC101166982	1407	5070	no	913	253	27	214
rna-XM_004077473.4	gene-mad2l1bp	1095	1858	yes	693	228	9	165
rna-XM_011484695.3	gene-LOC101165914	4071	30870	yes	2594	748	56	673
rna-XM_023963705.1	gene-LOC101165914	4059	30870	no	2586	745	56	672
rna-XM_023963152.1	gene-macrod2	1197	427743	no	785	242	15	155
rna-XM_023963153.1	gene-macrod2	1179	427743	no	771	243	15	150
rna-XM_023963151.1	gene-macrod2	1236	427743	yes	810	250	15	161
rna-XM_011484697.3	gene-flrt3	1953	8792	yes	1241	372	51	289
rna-XM_023963407.1	gene-tasp1	1239	18263	no	803	216	14	206
rna-XM_023963406.1	gene-tasp1	1239	18263	yes	803	216	14	206
rna-XM_023963409.1	gene-tasp1	1230	18263	no	798	213	14	205
rna-XM_023963408.1	gene-tasp1	1239	18263	no	803	216	14	206
rna-XM_004077475.4	gene-ism1	1362	12717	yes	883	249	12	218
rna-XM_023963031.1	gene-sptlc3	1650	22758	yes	1060	308	30	252
rna-XM_004077476.4	gene-btbd3	1707	13043	yes	1101	321	23	262
rna-XM_023963415.1	gene-LOC105355847	1773	57156	no	1131	352	25	265
rna-XM_023963414.1	gene-LOC105355847	1938	28231	no	1235	389	25	289
rna-XM_023963412.1	gene-LOC105355847	2601	26382	yes	1658	531	31	381
rna-XM_023963413.1	gene-LOC105355847	2199	23591	no	1394	470	27	308
rna-XM_011484700.3	gene-jag1	3660	24804	yes	2393	709	55	503
rna-XM_011484699.2	gene-slx4ip	1248	44345	yes	789	256	10	193
rna-XM_020709747.2	gene-slx4ip	1179	44190	no	746	240	10	183
rna-XM_004077552.4	gene-slx4ip	1248	44189	no	789	256	10	193
rna-XM_020709746.2	gene-slx4ip	1248	44189	no	789	256	10	193
rna-XM_020709744.2	gene-slx4ip	1248	43994	no	789	256	10	193
rna-XM_020709748.2	gene-slx4ip	525	27288	no	329	114	4	78
rna-XM_011484702.2	gene-mkks	1713	3000	yes	1076	327	15	295
rna-XM_004077553.3	gene-mkks	1695	3000	no	1068	320	15	292
rna-XM_020709743.1	gene-mkks	1461	2996	no	916	284	11	250
rna-XM_011484703.3	gene-LOC100125532	885	2644	yes	569	168	13	135
rna-XM_023963096.1	gene-memo1	894	10654	yes	578	169	20	127
rna-XM_011484704.3	gene-spast	1425	5744	yes	895	288	22	220
rna-XM_023963689.1	gene-LOC101167896	1224	8272	yes	804	184	37	199
rna-XM_011484705.3	gene-vit	2403	24451	yes	1557	392	40	414
rna-XM_011484707.3	gene-vit	2334	24451	no	1513	376	40	405
rna-XM_020709750.2	gene-vit	2340	24451	no	1519	384	39	398
rna-XM_011484706.3	gene-vit	2358	24451	no	1528	384	40	406
rna-XM_023963688.1	gene-strn	2208	31342	no	1422	413	26	347
rna-XM_023963687.1	gene-strn	2319	31342	yes	1495	435	28	361
rna-XM_023963042.1	gene-heatr5b	6267	21554	no	3960	1077	71	1159
rna-XM_023963041.1	gene-heatr5b	6312	21554	yes	3987	1088	72	1165
rna-XM_023963043.1	gene-heatr5b	6195	21553	no	3914	1064	70	1147
rna-XM_023963046.1	gene-heatr5b	6195	21496	no	3914	1064	70	1147
rna-XM_023963047.1	gene-gpatch11	777	5372	yes	498	183	14	82
rna-XM_023963119.1	gene-LOC110016550	2106	13949	yes	1360	427	29	290
rna-XM_023963120.1	gene-LOC110016550	2037	13945	no	1316	413	28	280
rna-XM_020709755.2	gene-LOC100144382	1764	7156	no	1147	363	29	225
rna-XM_020709756.2	gene-LOC100144382	1722	6687	no	1118	354	29	221
rna-XM_020709754.2	gene-LOC100144382	1851	7385	yes	1197	387	30	237
rna-XM_023963052.1	gene-irf2bp2	1512	3143	yes	988	239	14	271
rna-XM_004077480.4	gene-LOC101169311	441	1833	yes	278	92	6	65
rna-XM_020709759.1	gene-arid4b	3960	42489	no	2562	735	28	635
rna-XM_011484712.3	gene-arid4b	3777	43131	no	2443	697	28	609
rna-XM_011484710.3	gene-arid4b	3888	43131	no	2515	726	25	622
rna-XM_011484711.3	gene-arid4b	3870	43131	no	2506	722	28	614
rna-XM_011484709.3	gene-arid4b	3960	43131	yes	2562	735	28	635
rna-XM_020709760.2	gene-arid4b	3960	42608	no	2562	735	28	635
rna-XM_020709763.2	gene-ggps1	948	8803	yes	600	188	16	144
rna-XM_004077481.4	gene-ggps1	948	6981	no	600	188	16	144
rna-XM_020709762.2	gene-ggps1	948	6981	no	600	188	16	144
rna-XM_020709761.2	gene-ggps1	948	6468	no	600	188	16	144
rna-XM_023963551.1	gene-b3galnt2	1488	8035	yes	954	264	12	258
rna-XM_004077482.4	gene-gng4	228	11038	yes	151	40	6	31
rna-XM_023963749.1	gene-lyst	11547	65494	no	7361	2143	150	1893
rna-XM_023963748.1	gene-lyst	11550	65493	yes	7363	2144	150	1893
rna-XM_004077483.3	gene-nid1	3576	14637	yes	2318	636	50	572
rna-XM_004077484.4	gene-LOC101170297	1134	5847	yes	712	206	13	203
rna-XM_023963347.1	gene-egln1	933	20922	no	599	180	12	142
rna-XM_023963346.1	gene-egln1	1053	20916	yes	679	199	14	161
rna-XM_004077485.4	gene-tsnax	849	6816	yes	536	164	15	134
rna-XM_020709770.2	gene-disc1	2496	59760	no	1557	543	13	383
rna-XM_011484713.3	gene-disc1	2499	59758	yes	1559	544	13	383
rna-XM_020709772.2	gene-disc1	2364	56456	no	1476	518	13	357
rna-XM_023963345.1	gene-LOC105357363	1902	4544	no	1199	419	34	250
rna-XM_023963343.1	gene-LOC105357363	2886	4544	yes	1828	620	57	381
rna-XM_023963344.1	gene-LOC105357363	2886	4544	no	1828	620	57	381
rna-XM_023963588.1	gene-sipa1l2	5232	97718	no	3360	965	69	838
rna-XM_023963585.1	gene-sipa1l2	5235	97718	yes	3362	966	69	838
rna-XM_023963591.1	gene-sipa1l2	5100	97717	no	3274	942	69	815
rna-XM_023963592.1	gene-sipa1l2	4920	97716	no	3157	917	67	779
rna-XM_023963589.1	gene-sipa1l2	5181	97716	no	3329	954	69	829
rna-XM_023963590.1	gene-sipa1l2	5103	97716	no	3276	943	69	815
rna-XM_023963586.1	gene-sipa1l2	5235	76218	no	3362	966	69	838
rna-XM_023963587.1	gene-sipa1l2	5235	72497	no	3362	966	69	838
rna-XM_011484721.3	gene-map10	2310	2602	yes	1459	458	23	370
rna-XM_004077486.4	gene-ntpcr	678	4176	yes	424	123	7	124
rna-XM_023963082.1	gene-LOC101171105	6960	30387	no	4441	1328	61	1130
rna-XM_023963083.1	gene-LOC101171105	6930	30386	no	4421	1318	61	1130
rna-XM_023963087.1	gene-LOC101171105	6876	30386	no	4390	1304	59	1123
rna-XM_023963081.1	gene-LOC101171105	6960	30386	no	4441	1328	61	1130
rna-XM_023963084.1	gene-LOC101171105	6927	30386	no	4420	1321	61	1125
rna-XM_023963080.1	gene-LOC101171105	6963	30386	yes	4443	1329	61	1130
rna-XM_023963088.1	gene-LOC101171105	6843	30383	no	4368	1301	61	1113
rna-XM_020709777.2	gene-klhdc3	936	21259	no	611	162	13	150
rna-XM_020709776.2	gene-klhdc3	990	14688	no	645	176	13	156
rna-XM_004077487.4	gene-klhdc3	1149	24790	yes	750	206	20	173
rna-XM_011484722.3	gene-klhdc3	1149	24783	no	750	206	20	173
rna-XM_011484724.3	gene-LOC101171356	2022	4354	no	1295	367	17	343
rna-XM_004077570.4	gene-LOC101171356	2025	4353	yes	1297	367	17	344
rna-XM_011484726.3	gene-LOC101171606	924	3534	yes	590	162	32	140
rna-XM_023962982.1	gene-LOC101172103	2913	51309	yes	1885	518	32	478
rna-XM_023962983.1	gene-LOC101172103	2784	49269	no	1804	508	39	433
rna-XM_023962984.1	gene-LOC101172103	2751	49268	no	1785	495	38	433
rna-XM_011484728.2	gene-mrpl2	894	3156	no	567	143	15	169
rna-XM_011484727.2	gene-mrpl2	897	3156	yes	569	144	15	169
rna-XM_004077488.4	gene-mrpl2	894	3126	no	567	143	15	169
rna-XM_020709780.2	gene-mrpl2	897	3112	no	569	144	15	169
rna-XM_011484729.3	gene-LOC101171520	1908	21631	yes	1203	417	18	270
rna-XM_020709781.2	gene-LOC101171520	1905	21631	no	1201	416	18	270
rna-XM_011484732.3	gene-LOC101171520	1899	21631	no	1197	415	18	269
rna-XM_011484731.3	gene-LOC101171520	1905	21631	no	1201	416	18	270
rna-XM_011484734.3	gene-LOC101171520	1896	21631	no	1195	414	18	269
rna-XM_011484735.3	gene-LOC101171520	1653	18410	no	1045	361	18	229
rna-XM_011484736.3	gene-LOC101171520	1626	18410	no	1025	358	18	225
rna-XM_020709782.2	gene-LOC101171520	1617	18410	no	1019	356	18	224
rna-XM_011484730.3	gene-LOC101171520	1908	20097	no	1203	417	18	270
rna-XM_023963079.1	gene-ptk7	3219	54008	yes	2073	584	35	527
rna-XM_011484747.3	gene-srf	1740	18135	no	1135	231	14	360
rna-XM_011484746.3	gene-srf	1773	18127	yes	1160	233	15	365
rna-XM_011484748.3	gene-srf	1611	17058	no	1058	212	14	327
rna-XM_020709784.2	gene-fam160b1	2316	9566	yes	1456	460	36	364
rna-XM_023963012.1	gene-ablim1	2337	39743	no	1506	462	28	341
rna-XM_023963006.1	gene-ablim1	2415	33079	no	1555	482	28	350
rna-XM_023963017.1	gene-ablim1	2250	33077	no	1449	450	28	323
rna-XM_023963004.1	gene-ablim1	2457	31731	no	1585	482	30	360
rna-XM_023963010.1	gene-ablim1	2352	31731	no	1514	456	30	352
rna-XM_023963008.1	gene-ablim1	2388	31731	no	1539	468	30	351
rna-XM_023963002.1	gene-ablim1	2493	31730	no	1605	493	32	363
rna-XM_023962999.1	gene-ablim1	2613	31729	yes	1683	516	32	382
rna-XM_023963001.1	gene-ablim1	2538	31729	no	1634	502	31	371
rna-XM_023963007.1	gene-ablim1	2388	31729	no	1537	479	31	341
rna-XM_023963000.1	gene-ablim1	2568	31729	no	1655	507	32	374
rna-XM_023963005.1	gene-ablim1	2448	31729	no	1577	484	32	355
rna-XM_023963018.1	gene-ablim1	2343	31729	no	1509	470	31	333
rna-XM_023963003.1	gene-ablim1	2472	31728	no	1589	496	30	357
rna-XM_023963009.1	gene-ablim1	2352	31728	no	1511	473	30	338
rna-XM_023963014.1	gene-ablim1	2247	31728	no	1443	459	29	316
rna-XM_023963021.1	gene-ablim1	2427	31727	no	1561	487	30	349
rna-XM_023963011.1	gene-ablim1	2346	28066	no	1513	465	28	340
rna-XM_023963013.1	gene-ablim1	2301	28065	no	1485	456	28	332
rna-XM_023963015.1	gene-ablim1	2181	28065	no	1407	433	28	313
rna-XM_023963019.1	gene-ablim1	2040	28065	no	1313	413	26	288
rna-XM_023963020.1	gene-ablim1	1935	28065	no	1245	399	25	266
rna-XM_023963022.1	gene-LOC101172603	750	1555	yes	486	129	6	129
rna-XM_023963023.1	gene-LOC101172603	627	1555	no	406	106	5	110
rna-XM_004077493.4	gene-habp2	1812	3364	yes	1174	359	19	260
rna-XM_011484749.3	gene-LOC101172841	1629	5352	no	1046	331	22	230
rna-XM_020709785.2	gene-LOC101172841	1707	5352	yes	1097	345	22	243
rna-XM_023963373.1	gene-LOC101173087	2349	8499	yes	1490	412	51	396
rna-XM_023963374.1	gene-LOC101173087	2343	8499	no	1486	411	51	395
rna-XM_004077495.4	gene-ate1	1491	46592	no	958	282	12	239
rna-XM_004077494.4	gene-ate1	1491	46592	yes	957	284	11	239
rna-XM_011484750.3	gene-ate1	1362	46592	no	873	258	11	220
rna-XM_011484753.3	gene-fgfr2	2493	34847	no	1616	419	34	424
rna-XM_011484751.3	gene-fgfr2	2499	34847	yes	1617	423	34	425
rna-XM_004077496.4	gene-fgfr2	2493	34847	no	1613	423	34	423
rna-XM_011484754.3	gene-fgfr2	2241	34847	no	1451	383	29	378
rna-XM_011484752.3	gene-fgfr2	2499	34846	no	1617	423	34	425
rna-XM_023963146.1	gene-wdr11	3723	52418	yes	2388	647	55	633
rna-XM_020709792.2	gene-plpp4	849	54850	no	542	159	14	134
rna-XM_023963297.1	gene-plpp4	849	54829	no	542	159	14	134
rna-XM_011484758.3	gene-plpp4	858	48121	yes	546	158	14	140
rna-XM_023963384.1	gene-cdh23	10092	178853	yes	6420	1724	183	1765
rna-XM_023963386.1	gene-cdh23	9981	177927	no	6352	1706	183	1740
rna-XM_023963385.1	gene-cdh23	10089	177927	no	6418	1723	183	1765
rna-XM_004077579.4	gene-vsir	882	10253	yes	568	152	6	156
rna-XM_020709794.1	gene-eif3l	1746	3680	yes	1140	345	35	226
rna-XM_020709796.1	gene-eif3l	1743	3680	no	1137	347	35	224
rna-XM_004077498.3	gene-eif3l	1746	3676	no	1140	345	35	226
rna-XM_020709795.2	gene-eif3l	1743	3654	no	1138	345	35	225
rna-XM_011484761.3	gene-smoc2	1326	21064	yes	845	267	10	204
rna-XM_011484762.3	gene-smoc2	1293	21062	no	825	261	8	199
rna-XM_023963544.1	gene-dact2	2466	5377	yes	1572	483	16	395
rna-XM_023963478.1	gene-lrrfip2	2205	17032	no	1394	465	22	324
rna-XM_023963476.1	gene-lrrfip2	2277	17031	yes	1440	482	24	331
rna-XM_023963480.1	gene-lrrfip2	2082	17031	no	1317	432	20	313
rna-XM_023963477.1	gene-lrrfip2	2220	17031	no	1401	475	24	320
rna-XM_023963479.1	gene-lrrfip2	2160	17031	no	1366	461	24	309
rna-XM_023963481.1	gene-lrrfip2	2070	17031	no	1309	446	24	291
rna-XM_023963482.1	gene-lrrfip2	1482	17027	no	929	334	19	200
rna-XM_023963483.1	gene-lrrfip2	1410	17027	no	883	317	17	193
rna-XM_023963485.1	gene-lrrfip2	1287	17026	no	806	284	15	182
rna-XM_023963486.1	gene-lrrfip2	1215	17026	no	760	267	13	175
rna-XM_023963487.1	gene-mlh1	2163	6742	yes	1371	425	35	332
rna-XM_023963273.1	gene-LOC101175262	4434	6405	yes	2839	817	32	746
rna-XM_023963274.1	gene-LOC111948766	930	3936	yes	601	171	13	145
rna-XM_023963275.1	gene-herc4	3186	13858	no	2048	599	52	487
rna-XM_011484767.3	gene-herc4	3186	13858	yes	2048	599	52	487
rna-XM_011484768.3	gene-herc4	3144	13858	no	2020	596	52	476
rna-XM_004077502.4	gene-LOC101174857	387	1032	yes	250	64	6	67
rna-XM_011484769.2	gene-dnajc12	702	3603	yes	443	151	6	102
rna-XM_004077504.4	gene-sirt1	2043	7922	yes	1305	386	37	315
rna-XM_004077506.4	gene-cacul1	990	4514	yes	640	183	12	155
rna-XM_023963237.1	gene-mypn	5004	30391	no	3214	819	49	922
rna-XM_023963236.1	gene-mypn	5082	30390	yes	3263	834	50	935
rna-XM_023963238.1	gene-mypn	4563	30388	no	2926	780	44	813
rna-XM_004077507.4	gene-atoh7	429	2209	yes	270	94	2	63
rna-XM_020709217.2	gene-pkd2l1	2313	6641	no	1486	452	44	331
rna-NM_001252243.1	gene-pkd2l1	2409	4805	yes	1543	468	44	354
rna-XM_004077508.4	gene-tial1	1149	10771	yes	763	206	15	165
rna-XM_020709803.2	gene-tial1	1035	10762	no	691	181	12	151
rna-XM_020709801.2	gene-bag3	1155	5525	no	729	196	12	218
rna-XM_011484771.3	gene-bag3	1401	4101	yes	893	237	14	257
rna-XM_004077583.4	gene-bag3	1398	4099	no	891	236	14	257
rna-XM_011484770.3	gene-inpp5f	3393	10019	yes	2182	635	54	522
rna-XM_004077509.4	gene-inpp5f	3375	10019	no	2170	632	54	519
rna-XM_023963744.1	gene-mcmbp	1887	12141	yes	1205	352	11	319
rna-XM_011484777.3	gene-sec23ip	2898	6255	yes	1878	501	38	481
rna-XM_011484778.3	gene-sec23ip	2895	6254	no	1876	500	38	481
rna-XM_011484779.2	gene-sec23ip	2880	6133	no	1865	499	38	478
rna-XM_011484776.2	gene-csgalnact2	1620	8110	no	1022	333	17	248
rna-XM_011484775.2	gene-csgalnact2	1620	8110	yes	1022	333	17	248
rna-XM_004077511.4	gene-ret	3333	15415	yes	2130	618	41	544
rna-XM_020709806.2	gene-LOC101155794	1764	18561	no	1143	278	26	317
rna-XM_004077587.4	gene-LOC101155794	1923	18561	no	1239	314	31	339
rna-XM_011484782.3	gene-LOC101155794	2094	18561	no	1349	342	32	371
rna-XM_020709805.2	gene-LOC101155794	2136	18561	yes	1377	346	32	381
rna-XM_004077512.3	gene-pcbd1	309	2052	yes	202	59	4	44
rna-XM_023963750.1	gene-sgpl1	1839	9141	yes	1199	295	34	311
rna-XM_004077513.4	gene-sgpl1	1698	9139	no	1106	281	33	278
rna-XM_011484781.3	gene-sgpl1	1689	8958	no	1099	279	33	278
rna-XM_020709811.2	gene-LOC110016562	627	1001	yes	401	106	6	114
rna-XM_011484783.3	gene-pdlim1	966	5896	yes	626	164	14	162
rna-XM_020709809.2	gene-pdlim1	789	5892	no	512	140	8	129
rna-XM_020709810.2	gene-pdlim1	789	5892	no	512	140	8	129
rna-XM_023963713.1	gene-LOC101173442	3711	36503	no	2358	674	34	645
rna-XM_023963712.1	gene-LOC101173442	4152	36503	no	2639	743	37	733
rna-XM_023963710.1	gene-LOC101173442	4152	33630	no	2638	745	37	732
rna-XM_023963709.1	gene-LOC101173442	4152	33629	no	2639	743	37	733
rna-XM_023963708.1	gene-LOC101173442	4152	32510	no	2639	743	37	733
rna-XM_023963711.1	gene-LOC101173442	4122	32509	no	2621	735	37	729
rna-XM_023963714.1	gene-LOC101173442	3711	31841	no	2358	674	34	645
rna-XM_023963707.1	gene-LOC101173442	4275	31753	yes	2720	759	38	758
rna-XM_023963715.1	gene-LOC101173442	3489	27930	no	2303	617	30	539
rna-XM_023963716.1	gene-LOC111948831	990	1961	yes	631	191	8	160
rna-XM_023963254.1	gene-pik3ap1	2745	9216	no	1765	487	22	471
rna-XM_023963253.1	gene-pik3ap1	2748	9212	yes	1767	487	22	472
rna-XM_023963255.1	gene-pik3ap1	2331	9204	no	1503	398	18	412
rna-XM_023963372.1	gene-fam204a	657	17269	no	423	137	6	91
rna-XM_004077517.4	gene-fam204a	660	17257	yes	425	138	6	91
rna-XM_004077591.4	gene-rab11fip2	1392	17377	yes	901	267	15	209
rna-XM_011484787.3	gene-rab11fip2	1392	17377	no	901	267	15	209
rna-XM_023963149.1	gene-rab11fip2	1392	16649	no	901	267	15	209
rna-XM_023963150.1	gene-rab11fip2	1233	11864	no	800	230	11	192
rna-XM_004077518.4	gene-emx2	744	3918	yes	472	154	5	113
rna-XM_023963618.1	gene-eif3a	3819	7544	no	2422	815	49	533
rna-XM_011484789.3	gene-eif3a	3849	7544	yes	2441	821	49	538
rna-XM_023963619.1	gene-eif3a	3783	7543	no	2401	810	49	523
rna-XM_004077520.4	gene-fam45a	1056	2738	yes	678	192	17	169
rna-XM_023963621.1	gene-sfxn4	945	7731	yes	590	166	10	179
rna-XM_023963622.1	gene-prdx3	750	5859	yes	477	128	11	134
rna-XM_004077521.3	gene-tm9sf3	1767	6638	yes	1164	314	44	245
rna-XM_004077522.4	gene-LOC101159289	1068	21251	yes	678	202	16	172
rna-XM_011484797.3	gene-LOC101159289	1020	3915	no	651	187	16	166
rna-XM_011484796.3	gene-LOC101159289	1020	3572	no	651	187	16	166
rna-XM_011484799.3	gene-mocos	2661	8006	yes	1692	499	39	431
rna-XM_011484800.3	gene-mocos	2478	8005	no	1576	460	37	405
rna-XM_020709819.2	gene-mocos	2565	8005	no	1632	480	37	416
rna-XM_020709821.2	gene-mocos	2220	8005	no	1414	409	35	362
rna-XM_004077523.4	gene-LOC101159528	1305	17417	yes	852	183	35	235
rna-XM_023963620.1	gene-LOC101159528	993	17415	no	644	146	32	171
rna-XM_020709822.2	gene-vwc2	936	31248	yes	604	189	11	132
rna-XM_004084802.4	gene-ikzf1	1887	14793	yes	1216	363	20	288
rna-XM_011493136.3	gene-ikzf1	1884	14793	no	1214	363	20	287
rna-XM_011493138.3	gene-ikzf1	1752	14793	no	1132	327	20	273
rna-XM_011493137.3	gene-ikzf1	1884	14793	no	1214	363	20	287
rna-XM_011493139.3	gene-ikzf1	1617	14793	no	1040	315	15	247
rna-XM_011493140.3	gene-ikzf1	1614	14793	no	1038	315	15	246
rna-XM_011493141.3	gene-ikzf1	1614	14793	no	1038	315	15	246
rna-XM_020700235.2	gene-ikzf1	1614	14322	no	1035	320	16	243
rna-XM_004084800.3	gene-fignl1	1908	10134	yes	1226	340	33	309
rna-XM_004084801.3	gene-ttl	1230	6903	yes	785	239	25	181
rna-XM_023964257.1	gene-rcc1	1326	42023	yes	859	222	8	237
rna-XM_023964259.1	gene-phactr4	2553	126929	yes	1623	491	23	416
rna-XM_023964603.1	gene-LOC111948989	411	2784	yes	266	73	5	67
rna-XM_020699646.2	gene-LOC101174797	5973	69152	no	3853	1089	64	967
rna-XM_020699644.2	gene-LOC101174797	5976	69151	yes	3855	1089	64	968
rna-XM_020699645.2	gene-LOC101174797	5976	69151	no	3855	1089	64	968
rna-XM_004084232.4	gene-LOC101173834	1371	8808	yes	909	213	30	219
rna-XM_004084233.3	gene-LOC101174071	441	2156	yes	287	100	3	51
rna-NM_001177476.1	gene-LOC100415783	1059	11617	yes	683	198	17	161
rna-XM_023964101.1	gene-LOC111948931	903	1948	yes	574	168	12	149
rna-XM_023964670.1	gene-LOC101164139	4155	286897	yes	2674	758	64	659
rna-XM_023964672.1	gene-LOC101164139	4131	286893	no	2659	751	64	657
rna-XM_023964671.1	gene-LOC101164139	4137	286893	no	2664	753	62	658
rna-XM_023964673.1	gene-LOC101164139	4113	286891	no	2649	746	62	656
rna-XM_023963904.1	gene-LOC105353750	1242	14997	no	794	253	10	185
rna-XM_011473337.2	gene-LOC105353750	1266	14997	yes	809	258	10	189
rna-XM_023963905.1	gene-LOC105353750	1038	7255	no	663	212	6	157
rna-XM_023963906.1	gene-LOC105353750	1026	4711	no	656	208	6	156
rna-XM_011473333.3	gene-LOC101163647	1941	15535	yes	1245	335	16	345
rna-XM_011473334.3	gene-LOC101163647	1938	15066	no	1243	335	16	344
rna-XM_023964370.1	gene-LOC101163399	1671	3036	yes	1056	329	8	278
rna-XM_023964371.1	gene-LOC101163399	1461	2517	no	923	301	7	230
rna-XM_004086672.4	gene-LOC101163156	2244	11805	yes	1430	449	14	351
rna-XM_004086647.4	gene-LOC101155175	1251	3620	yes	806	261	5	179
rna-XM_020701859.2	gene-LOC101155175	1251	3597	no	806	261	5	179
rna-XM_023964092.1	gene-LOC101162913	6219	15207	no	4001	1178	48	992
rna-XM_011473328.3	gene-LOC101162913	6303	15207	yes	4054	1194	48	1007
rna-XM_020701850.2	gene-LOC101162913	6303	15176	no	4054	1194	48	1007
rna-XM_020701851.2	gene-LOC101162669	3894	7781	no	2512	813	18	551
rna-XM_023964210.1	gene-LOC101162669	3897	7234	yes	2514	813	18	552
rna-XM_020701853.2	gene-LOC110014807	3777	4790	yes	2445	711	27	594
rna-XM_004086668.4	gene-LOC101162199	1494	3304	yes	942	293	10	249
rna-XM_011473322.3	gene-LOC101162199	1494	3304	no	942	293	10	249
