BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Subject_ID	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR715494	WGS	250	17346951750	SAMEA2661238	5940636884	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659416	Illumina HiSeq 2000	11649548	PAIRED	RANDOM	GENOMIC	Champsochromis	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661238	ERP002088	missing	ERS510452	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510452	Champsochromis	NA	NA	Champsochromis_caeruelus_2-sc-2016548	ERC000011	0
PRJEB1254	ERR715495	WGS	250	17134246000	SAMEA2661239	5951938198	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659417	Illumina HiSeq 2000	11649560	PAIRED	RANDOM	GENOMIC	Buccochromis_nototaenia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661239	ERP002088	missing	ERS510453	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:12Z	public	ERS510453	Buccochromis nototaenia	NA	NA	Buccochromis_nototaenia-sc-2016549	ERC000011	0
PRJEB1254	ERR715496	WGS	250	17108459750	SAMEA2661240	5989497206	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659418	Illumina HiSeq 2000	11649572	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661240	ERP002088	missing	ERS510454	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510454	Eclectochromis ornatus	NA	NA	Protomelas_ornatus_1-sc-2016550	ERC000011	0
PRJEB1254	ERR715497	WGS	250	16273299000	SAMEA2661241	5739886304	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659419	Illumina HiSeq 2000	11649584	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661241	ERP002088	missing	ERS510455	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510455	Eclectochromis ornatus	NA	NA	Protomelas_ornatus_2-sc-2016551	ERC000011	0
PRJEB1254	ERR715498	WGS	250	16820123000	SAMEA2661242	5895905878	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659420	Illumina HiSeq 2000	11649596	PAIRED	RANDOM	GENOMIC	Ctenopharynx	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661242	ERP002088	missing	ERS510456	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:12Z	public	ERS510456	Ctenopharynx	NA	NA	Ctenopharynx_nitidus-sc-2016552	ERC000011	0
PRJEB1254	ERR715499	WGS	250	17437395500	SAMEA2661247	5911409869	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659421	Illumina HiSeq 2000	11649608	PAIRED	RANDOM	GENOMIC	Aulonocara_sp._'gold'	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661247	ERP002088	missing	ERS510461	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510461	Aulonocara sp. 'gold'	NA	NA	Aulonocara__gold_-sc-2016557	ERC000011	0
PRJEB1254	ERR715500	WGS	250	17343318750	SAMEA2661248	6080005497	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659422	Illumina HiSeq 2000	11649620	PAIRED	RANDOM	GENOMIC	Aulonocara	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661248	ERP002088	missing	ERS510462	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:12Z	public	ERS510462	Aulonocara	NA	NA	Aulonocara__blue_chilumba_-sc-2016558	ERC000011	0
PRJEB1254	ERR715501	WGS	250	18366448750	SAMEA2661249	6484161550	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659423	Illumina HiSeq 2000	11649632	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661249	ERP002088	missing	ERS510463	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510463	Astatotilapia	NA	NA	Astatotilapia__rujewa_-sc-2016559	ERC000011	0
PRJEB1254	ERR715502	WGS	250	17562038250	SAMEA2661251	6203706146	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659424	Illumina HiSeq 2000	11649549	PAIRED	RANDOM	GENOMIC	Dimidiochromis_compressiceps	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661251	ERP002088	missing	ERS510465	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T20:05:55Z	public	ERS510465	Dimidiochromis compressiceps	NA	NA	Dimidiochromis_compressiceps-sc-2016561	ERC000011	0
PRJEB1254	ERR715503	WGS	250	17643748250	SAMEA2661252	6209852708	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659425	Illumina HiSeq 2000	11649561	PAIRED	RANDOM	GENOMIC	Diplotaxodon_cf._macrops_'black_dorsal'	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661252	ERP002088	missing	ERS510466	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510466	Diplotaxodon cf. macrops 'black dorsal'	NA	NA	Diplotaxodon_macrops_black_dorsal-sc-2016562	ERC000011	0
PRJEB1254	ERR715504	WGS	250	15480941250	SAMEA2661253	5289430669	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659426	Illumina HiSeq 2000	11649573	PAIRED	RANDOM	GENOMIC	Cynotilapia_afra	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661253	ERP002088	missing	ERS510467	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510467	Cynotilapia afra	NA	NA	Cynotilapia_afra-sc-2016563	ERC000011	0
PRJEB1254	ERR715506	WGS	250	15905257250	SAMEA2661255	5451756919	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659428	Illumina HiSeq 2000	11649597	PAIRED	RANDOM	GENOMIC	Aulonocara_sp._'yellow'	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661255	ERP002088	missing	ERS510469	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510469	Aulonocara sp. 'yellow'	NA	NA	Aulonocara__yellow_-sc-2016565	ERC000011	0
PRJEB1254	ERR715507	WGS	250	15605501750	SAMEA2661256	5311187515	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659429	Illumina HiSeq 2000	11649609	PAIRED	RANDOM	GENOMIC	Aulonocara	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661256	ERP002088	missing	ERS510470	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510470	Aulonocara	NA	NA	Aulonocara__minutus_-sc-2016566	ERC000011	0
PRJEB1254	ERR715508	WGS	250	15839769500	SAMEA2661257	5485738216	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659430	Illumina HiSeq 2000	11649621	PAIRED	RANDOM	GENOMIC	Cynotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661257	ERP002088	missing	ERS510471	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510471	Cynotilapia	NA	NA	Cynotilapia_axelrodi-sc-2016567	ERC000011	0
PRJEB1254	ERR715509	WGS	250	17023963500	SAMEA2661258	5805660029	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659431	Illumina HiSeq 2000	11649633	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661258	ERP002088	missing	ERS510472	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510472	Alticorpus	NA	NA	Alticorpus_peterdaviesi-sc-2016568	ERC000011	0
PRJEB1254	ERR715510	WGS	250	16219305500	SAMEA2661259	5583359381	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659432	Illumina HiSeq 2000	11649550	PAIRED	RANDOM	GENOMIC	Cyathochromis_obliquidens	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661259	ERP002088	missing	ERS510473	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510473	Cyathochromis obliquidens	NA	NA	Cyathochromis_obliquidens-sc-2016569	ERC000011	0
PRJEB1254	ERR715511	WGS	250	16613267750	SAMEA2661260	5667320760	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659433	Illumina HiSeq 2000	11649562	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661260	ERP002088	missing	ERS510474	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510474	Diplotaxodon limnothrissa	NA	NA	Diplotaxodon_limnothrissa-sc-2016570	ERC000011	0
PRJEB1254	ERR715512	WGS	250	16434598000	SAMEA2661261	5602816032	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659434	Illumina HiSeq 2000	11649574	PAIRED	RANDOM	GENOMIC	Fossorochromis_rostratus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661261	ERP002088	missing	ERS510475	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510475	Fossorochromis rostratus	NA	NA	Fossorochromis_rostratus_1-sc-2016571	ERC000011	0
PRJEB1254	ERR715513	WGS	250	15715114000	SAMEA2661262	5426934690	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659435	Illumina HiSeq 2000	11649586	PAIRED	RANDOM	GENOMIC	Genyochromis_mento	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661262	ERP002088	missing	ERS510476	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510476	Genyochromis mento	NA	NA	Genyochromis_mento-sc-2016572	ERC000011	0
PRJEB1254	ERR715514	WGS	250	17152664500	SAMEA2661265	5875556258	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659436	Illumina HiSeq 2000	11649598	PAIRED	RANDOM	GENOMIC	Protomelas_spilopterus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661265	ERP002088	missing	ERS510479	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510479	Protomelas spilopterus	NA	NA	Hemitaenichromis_spilopterus-sc-2016575	ERC000011	0
PRJEB1254	ERR715515	WGS	250	16754947250	SAMEA2661266	5867763257	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659437	Illumina HiSeq 2000	11649610	PAIRED	RANDOM	GENOMIC	Iodotropheus_sprengerae	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661266	ERP002088	missing	ERS510480	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510480	Iodotropheus sprengerae	NA	NA	Iodotropheus_sprengerae-sc-2016576	ERC000011	0
PRJEB1254	ERR715516	WGS	250	15712597750	SAMEA2661268	5808926920	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659438	Illumina HiSeq 2000	11649622	PAIRED	RANDOM	GENOMIC	Fossorochromis_rostratus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661268	ERP002088	missing	ERS510482	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:22:59Z	public	ERS510482	Fossorochromis rostratus	NA	NA	Fossorochromis_rostratus_4-sc-2016578	ERC000011	0
PRJEB1254	ERR715517	WGS	250	17989724500	SAMEA2661269	6516515250	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659439	Illumina HiSeq 2000	11649634	PAIRED	RANDOM	GENOMIC	Diplotaxodon_macrops	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661269	ERP002088	missing	ERS510483	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510483	Diplotaxodon macrops	NA	NA	Diplotaxodon_macrops-sc-2016579	ERC000011	0
PRJEB1254	ERR715518	WGS	250	15371900500	SAMEA2661270	5656559826	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659440	Illumina HiSeq 2000	11649551	PAIRED	RANDOM	GENOMIC	Hemitilapia_oxyrhynchus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661270	ERP002088	missing	ERS510484	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T19:53:23Z	public	ERS510484	Hemitilapia oxyrhyncha	NA	NA	Hemitilapia_oxyrhynchus-sc-2016580	ERC000011	0
PRJEB1254	ERR715519	WGS	250	14659316250	SAMEA2661272	5471785594	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659441	Illumina HiSeq 2000	11649563	PAIRED	RANDOM	GENOMIC	Tropheops_tropheops	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661272	ERP002088	missing	ERS510486	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T20:06:51Z	public	ERS510486	Tropheops tropheops	NA	NA	Tropheops_tropheops-sc-2016582	ERC000011	0
PRJEB1254	ERR715520	WGS	250	15500270250	SAMEA2661273	5880665754	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659442	Illumina HiSeq 2000	11649575	PAIRED	RANDOM	GENOMIC	Serranochromis_robustus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661273	ERP002088	missing	ERS510487	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510487	Serranochromis robustus	NA	NA	Serranochromis_robustus-sc-2016583	ERC000011	0
PRJEB1254	ERR715521	WGS	250	14951002750	SAMEA2661275	5698199156	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659443	Illumina HiSeq 2000	11649587	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661275	ERP002088	missing	ERS510489	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:51Z	public	ERS510489	Petrotilapia genalutea	NA	NA	Petrotilapia_genalutea-sc-2016585	ERC000011	0
PRJEB1254	ERR715522	WGS	250	16219846000	SAMEA2661276	6091042902	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659444	Illumina HiSeq 2000	11649599	PAIRED	RANDOM	GENOMIC	Mylochromis_lateristriga	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661276	ERP002088	missing	ERS510490	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:31:21Z	public	ERS510490	Mylochromis lateristriga	NA	NA	Mylochromis_lateristriga-sc-2016586	ERC000011	0
PRJEB1254	ERR715523	WGS	250	15669174000	SAMEA2661277	5878428319	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659445	Illumina HiSeq 2000	11649611	PAIRED	RANDOM	GENOMIC	Dimidiochromis_strigatus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661277	ERP002088	missing	ERS510491	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T19:12:37Z	public	ERS510491	Dimidiochromis strigatus	NA	NA	Dimidiochromis_strigatus-sc-2016587	ERC000011	0
PRJEB1254	ERR715524	WGS	250	15481785750	SAMEA2661278	5773393569	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659446	Illumina HiSeq 2000	11649623	PAIRED	RANDOM	GENOMIC	Placidochromis	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661278	ERP002088	missing	ERS510492	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:52Z	public	ERS510492	Placidochromis	NA	NA	Placidochromis_longimanus_1-sc-2016588	ERC000011	0
PRJEB1254	ERR715526	WGS	250	14304668750	SAMEA2661292	5359660684	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659448	Illumina HiSeq 2000	11649552	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661292	ERP002088	missing	ERS510506	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-08T19:12:37Z	public	ERS510506	Aulonocara stuartgranti	NA	NA	A__stuartgranti_female_offspring_1-sc-2016623	ERC000011	0
PRJEB1254	ERR715541	WGS	250	59693088500	SAMEA2661296	22244953971	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX659463	Illumina HiSeq 2000	11649637	PAIRED	RANDOM	GENOMIC	Andinoacara_coeruleopunctatus	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661296	ERP002088	missing	ERS510510	2015-01-08	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-08T09:40:48Z	2018-03-09T11:36:52Z	public	ERS510510	Andinoacara coeruleopunctatus	NA	NA	Andinoacara_coeruleopunctatus-sc-2016627	ERC000011	0
PRJEB1254	ERR730965	WGS	250	6891367500	SAMEA2661298	2669967093	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674911	Illumina HiSeq 2000	11657540	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661298	ERP002088	missing	ERS510512	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:00Z	public	ERS510512	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__2-sc-2016815	ERC000011	0
PRJEB1254	ERR730966	WGS	250	6971321750	SAMEA2661299	2709337855	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674912	Illumina HiSeq 2000	11657552	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661299	ERP002088	missing	ERS510513	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:36:52Z	public	ERS510513	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__3-sc-2016816	ERC000011	0
PRJEB1254	ERR730967	WGS	250	6838102250	SAMEA2661300	2649542429	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674913	Illumina HiSeq 2000	11657564	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661300	ERP002088	missing	ERS510514	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:31:22Z	public	ERS510514	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__4-sc-2016817	ERC000011	0
PRJEB1254	ERR730968	WGS	250	7070691000	SAMEA2661301	2740943504	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674914	Illumina HiSeq 2000	11657576	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661301	ERP002088	missing	ERS510515	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:00Z	public	ERS510515	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__5-sc-2016818	ERC000011	0
PRJEB1254	ERR730969	WGS	250	7885703250	SAMEA2661303	3036535658	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674915	Illumina HiSeq 2000	11657600	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661303	ERP002088	missing	ERS510517	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:31:45Z	public	ERS510517	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__7-sc-2016820	ERC000011	0
PRJEB1254	ERR730970	WGS	250	8742525000	SAMEA2661304	3365706550	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674916	Illumina HiSeq 2000	11657612	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661304	ERP002088	missing	ERS510518	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:29Z	public	ERS510518	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__8-sc-2016821	ERC000011	0
PRJEB1254	ERR730971	WGS	250	7112811000	SAMEA2661306	2738886588	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674917	Illumina HiSeq 2000	11657529	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661306	ERP002088	missing	ERS510520	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:31:45Z	public	ERS510520	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__10-sc-2016823	ERC000011	0
PRJEB1254	ERR730972	WGS	250	6952000500	SAMEA2661307	2678312215	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674918	Illumina HiSeq 2000	11657541	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661307	ERP002088	missing	ERS510521	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:29Z	public	ERS510521	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__11-sc-2016824	ERC000011	0
PRJEB1254	ERR730973	WGS	250	7068163000	SAMEA2661308	2722117829	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674919	Illumina HiSeq 2000	11657553	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661308	ERP002088	missing	ERS510522	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:36:52Z	public	ERS510522	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__12-sc-2016825	ERC000011	0
PRJEB1254	ERR730974	WGS	250	6827470500	SAMEA2661309	2627384175	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674920	Illumina HiSeq 2000	11657565	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661309	ERP002088	missing	ERS510523	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:31:45Z	public	ERS510523	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__13-sc-2016826	ERC000011	0
PRJEB1254	ERR730975	WGS	250	5568773500	SAMEA2661310	1871601963	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674921	Illumina HiSeq 2000	11657577	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661310	ERP002088	missing	ERS510524	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:29Z	public	ERS510524	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__14-sc-2016827	ERC000011	0
PRJEB1254	ERR730976	WGS	250	5607661500	SAMEA2661313	1891442571	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX674922	Illumina HiSeq 2000	11657601	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2015-01-29T00:00:00Z	SAMEA2661313	ERP002088	missing	ERS510527	2015-01-14	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2015-01-14T09:35:53Z	2018-03-09T11:23:29Z	public	ERS510527	Astatotilapia	NA	NA	Astatotilapia__Massoko_littoral__17-sc-2016830	ERC000011	0
